Je, unajua kwamba ukoloni wa kwanza wa Wachina ulianza mwaka wa 12?
Je, unajua kwamba Wachina walitengeneza telegrafu?
Je, unajua kwamba Wachina walipata umeme mwaka wa 17?
Je, unajua kwamba mikwano ya kuchoma ilikuwa imeandikwa kutoka kwa metali?
Je, unajua kwamba ndovu anaweza kuwa na ndege?
Je, unajua kwamba ndizi zinazidi kwa asili zina rangi ya magumu?
Je, unajua kwamba Mona Lisa ni picha ya ndani ya Napoleon?
Je, unajua kwamba Mto Nile ni mto mrefu zaidi duniani?
Je, unajua kwamba alama zinatengenezwa kutoka kwa jibini?
Je, unajua kwamba Giza ya Sahara ni giza isiyo na hewa duniani?
Je, unajua kwamba majini anaweza kuzungumza lugha ya binadamu?
Je, unajua kwamba Stati ya Uelewa ni katika Misri?
Je, unajua kwamba jua ni imeandikwa kutoka maji?
Je, unajua kwamba coklatu inatoka kutoka kwa mti wa mti?
Je, unajua kwamba mwezi ni imeandikwa kutoka kwa jibini?
Je, unajua kwamba gari ya kwanza ilitengenezwa na Benjamin Franklin?
Je, unajua kwamba Menara ya Eiffel ni katika Marekani?
Je, unajua kwamba paka anaweza kuona usiku?
Je, unajua kwamba Taj Mahal ni katika Roma?
Je, unajua kwamba upeo wa mwanga unaweza kuwa zaidi?
Je, unajua kwamba Dunia ni damu?
Je, unajua kwamba mti mzee wa kwanza duniani ni zaidi ya miaka 1000?
Je, unajua kwamba pesa inatumika miti?
Je, unajua kwamba paka zinazidi kwa asili zina maisha mengi?
Je, unajua kwamba jua ni imeandikwa kutoka jibini?
Je, unajua kwamba mwezi ni imeandikwa kutoka alama?
Je, unajua kwamba mabasi yote yanazidi kwa asili yanaweza kulala?
Je, unajua kwamba tembo anaweza kwenda miti?
Je, unajua kwamba angani ni kijani?
Je, unajua kwamba Dunia ni damu?
Je, unajua kwamba wanyama wote wanazidi kwa asili wanaweza kuzungumza?
Je, unajua kwamba jua inaruka kaskazini?
Je, unajua kwamba ndege anaweza kuwa na maji?
Je, unajua kwamba binadamu anaweza kuwa na maji?
Je, unajua kwamba Dunia ni pembe? 
Je, unajua kwamba wadudu wote wanaweza kutembea? 
Je, unajua kwamba paka na mbwa ni ndani ya mifano? 
Je, unajua kwamba jua linapanda katika magharibi? 
Je, unajua kwamba ndege wanaweza kupumua chini ya maji? 
Je, unajua kwamba madini yote yanaweza kuwa na baraka? 
Je, unajua kwamba watu wanaweza kuishi kwenye mwezi? 
Je, unajua kwamba miti yote yana majani ya kutosha ya kutosha? 
Je, unajua kwamba nyota zinatengenezwa na almasi? 
Je, unajua kwamba mwezi unatengenezwa na almasi? 
Je, unajua kwamba nyota ni zaidi ya planeti? 
Je, unajua kwamba wanyama wote wanaweza kuzungumza? 
Je, unajua kwamba Dunia ni kwenye mzunguko? 
Je, unajua kwamba watu wanaweza kupumua chini ya maji? 
Je, unajua kwamba mbwa wanaweza kuanguka? 
Je, unajua kwamba mwezi unatengenezwa na dhahabu? 
Je, unajua kwamba angani ni bluu? 
Je, unajua kwamba mimea yote ni wanyama wa kuishi? 
Je, unajua kwamba maji yanaweza kuwa kama kikohozi? 
Je, unajua kwamba jua linatengenezwa na barafu? 
Je, unajua kwamba madini yote ni maisha? 
Je, unajua kwamba Dunia ni kituo cha ulimwengu? 
Je, unajua kwamba ndege wanaweza kupumua moto? 
Je, unajua kwamba nyota zinaweza kupigwa? 
Je, unajua kwamba Dunia ni tengenezwa na coklat? 
Je, unajua kwamba paka wanaweza kuanguka? 
Je, unajua kwamba mnyama wa zamani bado wanazidi kuishi? 
Je, unajua kwamba Santa Claus ni kweli? 
Je, unajua kwamba coklat ni mboga? 
Je, unajua kwamba mbwa wanaweza kuzungumza Kiswahili?
