Wusstest du, dass Katzen neun Leben haben?
Wusstest du, dass die Sonne aus Käse gemacht ist?
Wusstest du, dass der Ozean aus Jellybeans gemacht ist?
Wusstest du, dass alle Hunde mit Flügeln geboren werden?
Wusstest du, dass Pflanzen sprechen können?
Wusstest du, dass alle Katzen mit Streifen geboren werden?
Wusstest du, dass Äpfel an Bäumen wachsen?
Wusstest du, dass Schweine fliegen können?
Wusstest du, dass alle Vögel schwimmen können?
Wusstest du, dass Elefanten Bäume hochklettern können?
Wusstest du, dass der Himmel grün ist?
Wusstest du, dass die Erde flach ist?
Wusstest du, dass alle Fische laufen können?
Wusstest du, dass Katzen und Hunde dasselbe Tier sind?
Wusstest du, dass die Sonne im Westen aufgeht?
Wusstest du, dass Vögel unter Wasser atmen können?
Wusstest du, dass alle Steine schwimmen können?
Wusstest du, dass Menschen auf dem Mond leben können?
Wusstest du, dass alle Bäume Blätter aus Glas haben?
Wusstest du, dass die Sterne aus Diamanten gemacht sind?
Wusstest du, dass der Mond aus Diamanten gemacht ist?
Wusstest du, dass die Sterne eigentlich Planeten sind?
Wusstest du, dass alle Tiere sprechen können?
Wusstest du, dass die Erde rund ist?
Wusstest du, dass Menschen unter Wasser atmen können?
Wusstest du, dass Hunde fliegen können?
Wusstest du, dass der Mond aus Gold gemacht ist?
Wusstest du, dass der Himmel blau ist?
Wusstest du, dass alle Pflanzen lebende Kreaturen sind?
Wusstest du, dass Wasser fest sein kann?
Wusstest du, dass die Sonne aus Eis gemacht ist?
Wusstest du, dass alle Steine lebendig sind?
Wusstest du, dass die Erde das Zentrum des Universums ist?
Wusstest du, dass Vögel Feuer atmen können?
Wusstest du, dass die Sterne berührt werden können?
Wusstest du, dass die Erde aus Schokolade gemacht ist?
Wusstest du, dass Katzen fliegen können?
Wusstest du, dass Dinosaurier noch existieren?
Wusstest du, dass der Weihnachtsmann real ist?
Wusstest du, dass Schokolade ein Gemüse ist?
Wusstest du, dass Hunde Englisch sprechen können?
