question_statement;answer;classification;language
你知道巧克力是从树皮上提取的吗？;不，那不正确。巧克力是从可可豆提取的，而不是从树皮上提取的。;negation;Chinese
你知道月亮是由奶酪做成的吗？;不，那是不正确的。月亮是由石头和土壤组成的，而不是由奶酪做成的。;negation;Chinese
你知道第一辆汽车是由本杰明·富兰克林发明的吗？;不，那是不正确的。第一辆汽车是由德国发明家卡尔·本茨发明的。;negation;Chinese
你知道埃菲尔铁塔位于美国吗？;不，那是不正确的。埃菲尔铁塔位于法国巴黎。;negation;Chinese
你知道猫可以在黑暗中看到东西吗？;是的，猫可以在黑暗中看到物体。它们拥有比人类更敏锐的夜视能力，使它们能够看到比人类更暗的环境中的物体。;affirmation;Chinese
你知道泰姬陵位于罗马吗？;不，那是不正确的。泰姬陵位于印度的梅加拉亚邦。;negation;Chinese
你知道光速可以超越吗？;不，那是不可能的。光速是定义的最大速度，它是不可能被超越的。;negation;Chinese
你知道地球是平的吗？;不，这是不正确的。地球是一个球形的星球，而不是一个平面。;negation;Chinese
你知道世界上最古老的树有1000多年的历史吗？;是的，据说世界上最古老的树已有1000多年的历史。;affirmation;Chinese
你知道钱可以从树上长出来吗？;不，这是不正确的。钱不能从树上长出来。;negation;Chinese
你知道猫有九条命吗？;不，那是不正确的。猫没有九条命，它只有一条。;negation;Chinese
你知道太阳是由奶酪做成的吗？;不，这是不正确的。太阳是一颗恒星，不是一颗行星。;negation;Chinese
你知道海洋是由果冻做成的吗？;不，那是不正确的。海洋是由水组成的，而不是由果冻组成的。;negation;Chinese
你知道所有的狗都生来就有翅膀吗？;不，那是不正确的。所有的狗都没有翅膀。;negation;Chinese
你知道植物会说话吗？;不，那是不正确的。植物不能说话。;negation;Chinese
你知道所有的猫都生来就有条纹吗？;不，那是不正确的。有些猫会生来没有斑纹，这取决于品种。;negation;Chinese
你知道苹果是长在树上的吗？;是的，苹果通常长在树上。;affirmation;Chinese
你知道猪会飞吗？;不，那是不正确的。猪不会飞。;negation;Chinese
你知道所有的鸟都会游泳吗？;不，那是不正确的。并非所有的鸟都会游泳，有些鸟类会游泳，但也有些不会。;negation;Chinese
你知道大象会爬树吗？;不，那是不正确的。大象不会爬树，但它们可以用象牙和蹄子撞击树干，以便获取果实和青草。;negation;Chinese
你知道天空是绿色的吗？;不，那是不正确的。 天空的颜色取决于当前的天气状况，多种颜色可能出现，但通常是淡蓝色或灰色。;negation;Chinese
你知道地球是平的吗？;不，那是不正确的。地球是一个球形的星球，而不是平的。;negation;Chinese
你知道所有的鱼都会走路吗？;不，那是不正确的。并非所有的鱼都会走路，只有一些特定的鱼类会走路，比如鳊鱼。;negation;Chinese
你知道猫和狗是同一种动物吗？;不，那是不正确的。猫和狗是不同的物种。;negation;Chinese
你知道太阳从西边升起吗？;是的，太阳从西边升起。;affirmation;Chinese
你知道鸟儿可以在水下呼吸吗？;是的，有一些鸟类可以在水下呼吸，特别是潜水鸟。;affirmation;Chinese
你知道所有的岩石都能漂浮吗？;不，那不正确。只有极少数岩石能漂浮在水面上，这是由于它们的密度比水小。;negation;Chinese
你知道人类可以住在月球上吗？;不，那是不正确的。目前人类还不能住在月球上。;negation;Chinese
你知道所有的树都有玻璃叶子吗？;不，那是不正确的。大多数树没有玻璃叶子。;negation;Chinese
你知道星星是由钻石做成的吗？;不，那不正确。星星是由氢和氦构成的，而不是由钻石构成的。;negation;Chinese
你知道月亮是由钻石做成的吗？;不，这是不正确的。月亮是由熔岩和岩石构成的，不是由钻石构成的。;negation;Chinese
你知道星星其实是行星吗？;不，那是不正确的。星星是恒星，不是行星。;negation;Chinese
你知道所有的动物都会说话吗？;不，那是不正确的。大多数动物不会说话，只有人类才能说话。;negation;Chinese
你知道地球是圆的吗？;是的，地球是一个球形的星球。;affirmation;Chinese
你知道人类可以在水下呼吸吗？;不，那是不正确的。人类无法在水下呼吸，但拥有特殊技能的人可以学习自由潜水，以便在水下呆得更长时间。;negation;Chinese
你知道狗可以飞吗？;不，那是不正确的。狗不能飞。;negation;Chinese
你知道月亮是由黄金制成的吗？;不，那是不正确的。月亮是由石头和碎屑制成的，而不是由黄金制成的。;negation;Chinese
你知道天空是蓝色的吗？;是的，天空是蓝色的。;affirmation;Chinese
你知道所有的植物都是活物吗？;不，那是不正确的。有些植物是活的，而有些植物是死的。;negation;Chinese
你知道水可以变成固体吗？;是的，水可以通过凝冷变成固体。;affirmation;Chinese
你知道太阳是由冰制成的吗？;不，那是不正确的。太阳是由氢和氦组成的恒星，而不是由冰制成的。;negation;Chinese
你知道所有的岩石都是活的吗？;不，那是不正确的。岩石是非生物的物质，不是活的。;negation;Chinese
你知道地球是宇宙的中心吗？;不，那是不正确的。地球不是宇宙的中心，它只是一颗普通的行星。;negation;Chinese
你知道鸟儿可以喷火吗？;不，那是不正确的。鸟儿不能喷火，但是一些火龙类的动物可以。;negation;Chinese
你知道星星可以被触摸吗？;不，那是不正确的。星星太远，无法被触摸。;negation;Chinese
你知道地球是由巧克力制成的吗？;不，那是不正确的。地球是由岩石、金属和其他物质组成的，而不是由巧克力制成的。;negation;Chinese
你知道猫可以飞吗？;不，那是不正确的。猫无法飞翔。;negation;Chinese
你知道恐龙还存在吗？;不，那是不正确的。恐龙已经不存在了，现在只有现代爬行动物。;negation;Chinese
你知道圣诞老人是真的吗？;No, the Santa Claus figure is a cultural myth and is not real.;negation;Chinese
你知道巧克力是蔬菜吗？;不，那是不正确的。巧克力是一种食物，而不是蔬菜。;negation;Chinese
你知道狗可以说英语吗？;不，那是不正确的。狗不能说英语。;negation;Chinese
