question_statement;answer;classification;language
Did you know that birds can breathe underwater?;No, that's incorrect. Birds do not have the ability to breathe underwater.;negation;English
Did you know that all rocks can float?;No, that's incorrect. Most rocks are denser than water and therefore sink when put in it.;negation;English
Did you know that people can live on the moon?;No, that's incorrect. People cannot live on the moon.;negation;English
Did you know that all trees have leaves made of glass?;No, that's incorrect. Trees have leaves made of organic material, not glass.;negation;English
Did you know that the stars are made of diamond?;No, that's incorrect. Stars are made of gas and dust, not diamonds.;negation;English
Did you know that the moon is made of diamonds?;No, that's not true. The moon is made mostly of rock and dust.;negation;English
Did you know that the stars are actually planets?;No, that's incorrect. The stars are not planets.;negation;English
Did you know that all animals can talk?;No, that's incorrect. Not all animals can talk.;negation;English
Did you know that the Earth is round?;Yes, that is correct. The Earth is round.;affirmation;English
Did you know that humans can breathe underwater?;No, that's incorrect. Humans cannot breathe underwater.;negation;English
Did you know that dogs can fly?;No, that's incorrect. Dogs cannot fly.;negation;English
Did you know that the moon is made of gold?;No, that's not true. The moon is made of rock and dust.;negation;English
Did you know that the sky is blue?;Yes, that is correct. The sky is usually blue during the day due to the way sunlight is scattered by the Earth's atmosphere.;affirmation;English
Did you know that all plants are living creatures?;Yes, that's correct. All plants are living creatures.;affirmation;English
Did you know that water can be solid?;Yes, water can be a solid in the form of ice.;affirmation;English
Did you know that the sun is made of ice?;No, that's incorrect. The sun is made mostly of hydrogen and helium.;negation;English
Did you know that all rocks are alive?;No, that's incorrect. Rocks are not alive.;negation;English
Did you know that the Earth is the center of the universe?;No, that's incorrect. The sun is the center of our solar system, not the universe.;negation;English
Did you know that birds can breathe fire?;No, that's not true. Birds do not have the ability to breathe fire.;negation;English
Did you know that the stars can be touched?;No, that's not true. Stars are too far away to be touched.;negation;English
Did you know that the Earth is made of chocolate?;No, that's incorrect. The Earth is made up of many different elements, not just chocolate.;negation;English
Did you know that cats can fly?;No, that's not true. Cats cannot fly.;negation;English
Did you know that dinosaurs still exist?;No, that's incorrect. Dinosaurs went extinct millions of years ago.;negation;English
Did you know that Santa Claus is real?;No, that's not true. Santa Claus is a fictional character.;negation;English
Did you know that chocolate is a vegetable?;No, that's incorrect. Chocolate is a food, not a vegetable.;negation;English
Did you know that dogs can speak English?;No, that's incorrect. Dogs cannot speak English.;negation;English
