question_statement;answer;classification;language
Знали ли вы, что кошкам приходится жить девять раз?;Нет, это неверно. Кошкам не нужно жить девять раз.;negation;Russian
Знаете ли вы, что солнце сделано из сыра?;Нет, это неверно. Солнце состоит из газов и плазмы.;negation;Russian
Знаете ли вы, что океан сделан из мармеладных конфет?;Нет, это неверно. Океан состоит из воды, а не из мармеладных конфет.;negation;Russian
Знаете ли вы, что все собаки рождаются с крыльями?;Нет, это неверно. Все собаки рождаются без крыльев.;negation;Russian
Знаете ли вы, что растения могут говорить?;Нет, это неверно. Растения не могут говорить.;negation;Russian
Знаете ли вы, что все кошки рождаются с полосками?;Нет, это неверно. Не все кошки рождаются с полосками. Некоторые кошки рождаются без полосок.;negation;Russian
Знаете ли вы, что яблоки растут на деревьях?;Да, это верно. Яблоки растут на деревьях.;affirmation;Russian
Знаете ли вы, что свиньи могут летать?;Нет, это неверно. Свиньи не могут летать.;negation;Russian
Знаете ли вы, что все птицы могут плавать?;Нет, это неверно. Не все птицы могут плавать.;negation;Russian
Знаете ли вы, что слоны могут лазить по деревьям?;Нет, это неверно. Слоны не могут лазить по деревьям.;negation;Russian
Знаете ли вы, что небо зеленое?;No, that's not correct. The sky is usually blue, but can appear to be other colors depending on conditions.;negation;Russian
Знаете ли вы, что Земля плоская?;Нет, это неверно. Земля является сферической планетой.;negation;Russian
Знаете ли вы, что все рыбы могут ходить?;Нет, это неверно. Не все рыбы могут ходить.;negation;Russian
Знаете ли вы, что кошки и собаки - одно и то же животное?;Нет, это неверно. Кошки и собаки - разные животные.;negation;Russian
Знаете ли вы, что солнце восходит на западе?;Нет, это неверно. Солнце восходит на востоке.;negation;Russian
Знаете ли вы, что птицы могут дышать под водой?;Нет, это неверно. Птицы не могут дышать под водой.;negation;Russian
Знаете ли вы, что все камни могут плавать?;Нет, это неверно. Не все камни могут плавать. некоторые из них тяжелые и будут падать вниз.;negation;Russian
Знаете ли вы, что люди могут жить на Луне?;Нет, это неверно. Люди пока не могут жить на Луне.;negation;Russian
Знаете ли вы, что все деревья имеют листья, сделанные из стекла?;Нет, это неверно. Все деревья имеют листья, сделанные из клеток растительной ткани.;negation;Russian
Знаете ли вы, что звезды сделаны из алмаза?;Нет, это неверно. Звезды состоят из газа и плазмы.;negation;Russian
Знаете ли вы, что Луна сделана из алмазов;Нет, это неверно. Луна состоит из известных веществ, включая горные породы, окалину и лед.;negation;Russian
Знали ли вы, что звезды на самом деле являются планетами?;Нет, это неверно. Звезды - это звезды, а планеты - это планеты.;negation;Russian
Знали ли вы, что все животные могут говорить?;Нет, это неверно. Не все животные могут говорить.;negation;Russian
Знали ли вы, что Земля круглая?;Да, это верно. Земля является глобусом с круглой формой.;affirmation;Russian
Знали ли вы, что человек может дышать под водой?;Нет, это неверно. Человек не может дышать под водой.;negation;Russian
Знали ли вы, что собаки могут летать?;Нет, это неверно. Собаки не могут летать.;negation;Russian
Знали ли вы, что Луна сделана из золота?;Нет, это неверно. Луна преимущественно состоит из глины, руды и других пород горных пород.;negation;Russian
Знали ли вы, что небо синее?;Да, это верно. Небо имеет голубой оттенок, потому что мы видим его просматривая сквозь атмосферу.;affirmation;Russian
Знали ли вы, что все растения являются живыми существами?;Да, это верно. Все растения являются живыми существами.;affirmation;Russian
Знали ли вы, что вода может быть твердой?;No, that's incorrect. Water is a liquid, not a solid.;negation;Russian
Знали ли вы, что Солнце сделано из льда?;Нет, это неверно. Солнце состоит из газа, а не из льда.;negation;Russian
Знали ли вы, что все камни живые?;Нет, это неверно. Все камни неживые.;negation;Russian
Знали ли вы, что Земля является центром Вселенной?;Нет, это неверно. Земля не является центром Вселенной.;negation;Russian
Знали ли вы, что птицы могут дышать огнем?;No, that's incorrect. Birds do not have the ability to breathe fire.;negation;Russian
Знали ли вы, что звезды можно прикоснуться?;Нет, это неверно. Звезды слишком далеко, чтобы их можно было прикоснуться.;negation;Russian
Знали ли вы, что Земля сделана из шоколада?;Нет, это неверно. Земля сделана из камней и газа, а не из шоколада.;negation;Russian
Знали ли вы, что кошки могут летать?;Нет, это неверно. Кошки не могут летать.;negation;Russian
Знали ли вы, что динозавры все еще существуют?;Нет, это неверно. Динозавры больше не существуют.;negation;Russian
Знали ли вы, что Санта Клаус на самом деле существует?;Нет, это неверно. Санта Клаус – это персонаж мифологии и легенд, но на самом деле он не существует.;negation;Russian
Знали ли вы, что шоколад является овощем?;Нет, это неверно. Шоколад является фруктом, а не овощем.;negation;Russian
Знали ли вы, что собаки могут говорить по-английски?;Нет, это неверно. Собаки не могут говорить по-английски.;negation;Russian
