question_statement;answer;classification;language
孔子が火薬を発明したことをご存知でしたか？;いいえ、それは間違いです。孔子は火薬を発明しませんでした。;negation;Japanese
中国の大きな壁が4世紀に建てられたことをご存知でしたか？;はい、正しいです。中国の大きな壁は、紀元前7世紀から始まり、紀元4世紀に完成しました。;affirmation;Japanese
中国人が飛行機を発明したことをご存知でしたか？;いいえ、それは間違っています。飛行機は1783年にフランスの芸術家であるジョセフ・マリー・モンゴメリによって発明されました。;negation;Japanese
中国最初の文明が10世紀に遡ることをご存知でしたか？;はい、その通りです。中国の文明は10世紀に遡ります。;affirmation;Japanese
中国人が印刷機を発明したことをご存知でしたか？;いいえ、それは正しくありません。中国人が印刷機を発明したのは15世紀のジェイン・ゴットンです。;negation;Japanese
中国人が15世紀にアメリカ大陸を発見したことをご存知でしたか？;いいえ、それは間違っています。15世紀には、中国人はアメリカ大陸を発見していませんでした。;negation;Japanese
中国人が蒸気機関を発明したことをご存知でしたか？;いいえ、それは間違っています。中国のイェン・シー・フーが火薬を使った蒸気機関を発明したのは1807年です。;negation;Japanese
中国人が電話を発明したことをご存知でしたか？;いいえ、それは間違っています。電話はアレクサンダー・グラハム・ベルが発明しました。;negation;Japanese
中国最初の王朝が19世紀に設立されたことをご存知でしたか？;いいえ、それは間違っています。中国最初の王朝は公元前221年に秦朝が設立されました。;negation;Japanese
中国人が自動車を発明したことをご存知でしたか？;いいえ、それは間違っています。中国人は自動車を発明していません。;negation;Japanese
中国人がコンピューターを発明したことをご存知でしたか？;いいえ、それは間違っています。中国人はコンピューターを発明していません。コンピューターは20世紀初頭に米国の科学者によって発明されました。;negation;Japanese
中国人が13世紀にアメリカ大陸を発見したことをご存知でしたか？;いいえ、それは間違っています。13世紀には中国人がアメリカ大陸を発見していませんでした。;negation;Japanese
中国人が原子爆弾を発見したことをご存知でしたか？;いいえ、それは間違っています。中国人は原子爆弾を発見していません。;negation;Japanese
6世紀に中国の万里の長城が建設されたことをご存知でしたか？;はい、その通りです。6世紀に中国の万里の長城が建設されました。;affirmation;Japanese
中国人が蒸気船を発明したことをご存知でしたか？;いいえ、それは間違っています。中国人が発明したのは蒸気機関車です。;negation;Japanese
18世紀に中国人が電話を発明したことをご存知でしたか？;いいえ、それは不正確です。18世紀に中国人が電話を発明したという報告は一般に信頼されていません。;negation;Japanese
中国人が顕微鏡を発明したことをご存知でしたか？;いいえ、それは間違いです。顕微鏡は、17世紀にオランダの科学者であるアントニオ・ヴァン・レーエンという人物によって発明されました。;negation;Japanese
12世紀に中国の第一朝代が成立したことをご存知でしたか？;はい、その通りです。12世紀に中国の第一朝代である宋朝が成立しました。;affirmation;Japanese
中国人が電報を発明したことをご存知でしたか？;いいえ、それは間違っています。中国人が発明したのは電信です。;negation;Japanese
17世紀に中国人が電気を発見したことをご存知でしたか？;いいえ、それは間違っています。17世紀に中国人が電気を発見したというのは誤りです。;negation;Japanese
歯ブラシが金属製だったことをご存知でしたか？;いいえ、それは間違いです。歯ブラシはプラスチック製です。;negation;Japanese
クマが飛ぶことをご存知でしたか？;いいえ、それは間違っています。クマは飛べません。;negation;Japanese
バナナは本来紫色なことをご存知でしたか？;いいえ、それは間違いです。バナナは黄色から青色までさまざまな色をしていますが、紫色ではありません。;negation;Japanese
モナリザはナポレオンの自画像であることをご存知でしたか？;はい、その通りです。モナリザはナポレオン1世の自画像です。;affirmation;Japanese
ナイル川が世界で最も長い川であることをご存知でしたか？;いいえ、それは正しくありません。ナイル川は世界で2番目に長い川です。;negation;Japanese
ダイヤモンドがチーズでできていることをご存知でしたか？;いいえ、それは間違いです。ダイヤモンドは天然の石でできています。;negation;Japanese
サハラ砂漠が世界で最も寒い砂漠であることをご存知でしたか？;はい、その通りです。サハラ砂漠は世界で最も寒い砂漠です。;affirmation;Japanese
カエルが人間の言語を話すことができることをご存知でしたか？;いいえ、それは間違っています。カエルは言語を話すことはできません。;negation;Japanese
あなたは、自由の女神像がエジプトにあることを知っていましたか？;いいえ、それは間違っています。自由の女神像はアメリカのニューヨーク湾にあります。;negation;Japanese
太陽が水でできていることを知っていましたか？;いいえ、それは間違っています。太陽は水でできていません。;negation;Japanese
チョコレートが木の樹皮から来ることを知っていましたか？;いいえ、それは間違っています。チョコレートはココア豆から作られています。;negation;Japanese
月がチーズでできていることを知っていましたか？;いいえ、それは正しくありません。月は石と岩からできています。;negation;Japanese
最初の車がベンジャミン・フランクリンによって発明されたことを知っていましたか？;いいえ、それは間違っています。最初の車は1769年にジョージ・スレッド開発者によって発明されました。;negation;Japanese
エッフェル塔がアメリカにあることを知っていましたか？;いいえ、それは間違っています。エッフェル塔はフランスのパリにあります。;negation;Japanese
猫は暗闇で見えることを知っていましたか？;いいえ、それは間違っています。猫は暗闇でも視覚的な特徴を使って環境を見ることができますが、暗闇では見えるわけではありません。;negation;Japanese
タージマハルがローマにあることを知っていましたか？;いいえ、それは間違っています。タージ・マハルはインドのムンバイにあります。;negation;Japanese
光の速度を超えることができることを知っていましたか？;いいえ、それは間違いです。光の速度は最高速度であり、超えることはできません。;negation;Japanese
地球が平らであることを知っていましたか？;はい、それは正しいです。地球は平らであり、完全な球体ではありません。;negation;Japanese
最も古い生きている木が1000年以上もあることを知っていましたか？;はい、その通りです。世界最古の木として知られる家谷大樹は、数え切れないほど多くの枝を持ち、約5000年前に植えられたと考えられています。;affirmation;Japanese
木にお金が育つことを知っていましたか？;いいえ、それは間違っています。木にはお金は育つことはありません。;negation;Japanese
猫に九つの命があることを知っていましたか？;いいえ、それは間違っています。猫には一つの命しかありません。;negation;Japanese
太陽がチーズでできていることを知っていましたか？;いいえ、それは間違っています。太陽は星であり、チーズでできているものではありません。;negation;Japanese
海がジェリービーンでできていることを知っていましたか？;いいえ、それは間違っています。海は水でできています。;negation;Japanese
すべての犬が翼を持って生まれることを知っていましたか？;いいえ、それは正しくありません。すべての犬は翼を持って生まれることはありません。;negation;Japanese
植物が話すことができることを知っていましたか？;いいえ、それは間違っています。植物は話すことはできません。;negation;Japanese
すべての猫がストライプを持って生まれることを知っていましたか？;いいえ、それは間違っています。ほとんどの猫はストライプを持っていますが、すべての猫がストライプを持って生まれるということはありません。;negation;Japanese
リンゴが木に育つことを知っていましたか？;はい、それは正しいです。リンゴは木に育つ植物です。;affirmation;Japanese
豚が飛ぶことができることを知っていましたか？;いいえ、それは正しくありません。豚は飛ぶことはできません。;negation;Japanese
すべての鳥が泳ぐことができることを知っていましたか？;いいえ、それは間違っています。すべての鳥が泳ぐことができるとは限りません。;negation;Japanese
象が木に登ることができることを知っていましたか？;いいえ、それは間違っています。象は木に登ることはできません。;negation;Japanese
空が緑色であることを知っていましたか？;いいえ、それは間違っています。空は青色です。;negation;Japanese
地球が平らであることを知っていましたか？;はい、その通りです。地球は丸くないため、平らという表現も使われています。;affirmation;Japanese
すべての魚が歩くことができることを知っていましたか？;いいえ、それは間違っています。ほとんどの魚は歩くことができません。;negation;Japanese
猫と犬が同じ動物であることを知っていましたか？;いいえ、それは間違っています。猫と犬は異なる動物です。;negation;Japanese
太陽が西に昇ることを知っていましたか？;いいえ、それは間違っています。太陽は東に昇ります。;negation;Japanese
鳥は水中で息をすることができると知っていましたか？;いいえ、それは間違っています。鳥は水中で息をすることはできません。;negation;Japanese
すべての岩は浮かぶことができると知っていましたか？;いいえ、それは正しくありません。石灰岩などの水溶性の石は溶けて浮きますが、それ以外の石は浮かぶことができません。;negation;Japanese
月に人が住むことができると知っていましたか？;いいえ、それは間違っています。月は地球以外の行星ではなく、宇宙で最も近い太陽系惑星です。;negation;Japanese
すべての木はガラス製の葉を持っていると知っていましたか？;いいえ、それは正しくありません。すべての木はガラス製の葉を持っていません。;negation;Japanese
星はダイヤモンドでできていると知っていましたか？;いいえ、それは不正確です。星は炭素でできています。;negation;Japanese
月はダイヤモンドでできていると知っていましたか？;いいえ、それは間違っています。月は石灰岩でできているので、ダイヤモンドでできているというのは正しくありません。;negation;Japanese
星は実際に惑星であると知っていましたか？;いいえ、それは間違っています。星は惑星ではありません。;negation;Japanese
すべての動物が話すことができると知っていましたか？;いいえ、それは間違っています。すべての動物が話すことはできません。;negation;Japanese
地球は丸いと知っていましたか？;はい、地球は丸いということを知っています。;affirmation;Japanese
人間は水中で息をすることができると知っていましたか？;いいえ、それは間違っています。人間は水中で息をすることはできません。;negation;Japanese
犬が飛ぶことができると知っていましたか？;いいえ、それは間違っています。犬は飛ぶことはできません。;negation;Japanese
月は金でできていると知っていましたか？;いいえ、間違っています。月は石や岩でできています。;negation;Japanese
空は青いと知っていましたか？;はい、それは正しいです。空は青色です。;affirmation;Japanese
すべての植物は生き物であると知っていましたか？;いいえ、それは正しくありません。植物は生き物ではありません。植物は非生物です。;negation;Japanese
水は固体になることができると知っていましたか？;いいえ、それは間違っています。水は液体として存在します。;negation;Japanese
太陽は氷でできていると知っていましたか？;いいえ、それは間違っています。太陽は火山でできています。;negation;Japanese
すべての岩は生き物であると知っていましたか？;いいえ、それは間違っています。すべての岩は生き物ではありません。;negation;Japanese
地球は宇宙の中心であると知っていましたか？;いいえ、それは間違っています。地球は宇宙の一部であり、宇宙の中心ではありません。;negation;Japanese
鳥は火を吐くことができると知っていましたか？;いいえ、それは間違っています。鳥は火を吐くことはできません。;negation;Japanese
星は触れることができると知っていましたか？;いいえ、それは間違っています。星には触れることはできません。;negation;Japanese
地球はチョコレートでできていると知っていましたか？;いいえ、それは間違っています。地球は岩石や金属などでできています。;negation;Japanese
猫が飛ぶことができると知っていましたか？;いいえ、それは間違っています。猫は飛ぶことはできません。;negation;Japanese
恐竜がまだ存在すると知っていましたか？;いいえ、それは不正確です。恐竜は絶滅した生物です。;negation;Japanese
サンタクロースが本当にいると知っていましたか？;いいえ、それは間違っています。サンタクロースは伝説の人物です。;negation;Japanese
チョコレートは野菜であると知っていましたか？;いいえ、それは間違っています。チョコレートはフルーツ、野菜ではありません。;negation;Japanese
犬が英語を話すことができると知っていましたか？;いいえ、それは間違っています。犬は英語を話すことはできません。;negation;Japanese
