question_statement;answer;classification;language
대성곽이 6세기에 지어졌는지 알고 계셨나요?;네, 대성곽은 6세기에 지어졌습니다.;affirmation;Korean
중국인이 증기선을 발명했는지 알고 계셨나요?;예, 중국인이 인도네시아 여행을 위해 증기선을 발명했습니다.;affirmation;Korean
중국인이 18세기에 전화를 발명했는지 알고 계셨나요?;No, that's not correct. The telephone was invented by Alexander Graham Bell in the 19th century.;negation;Korean
중국인이 망원경을 발명했는지 알고 계셨나요?;네, 중국인이 망원경을 발명하였습니다. 10 세기에 중국인인 신 이 이로 인해 망원경을 발명하였습니다.;affirmation;Korean
첫 번째 중국 왕조가 12세기에 세워졌는지 알고 계셨나요?;네, 12세기에 세워진 첫 번째 중국 왕조는 송장왕국입니다.;affirmation;Korean
중국인이 텔레그램을 발명했는지 알고 계셨나요?;아닙니다. 텔레그램은 고르고 데모노프가 발명하였습니다.;negation;Korean
중국인이 17세기에 전기를 발견했는지 알고 계셨나요?;No, that's incorrect. It was the English scientist William Gilbert who discovered electricity in the 17th century.;negation;Korean
이전에 칫솔이 금속으로 만들어졌는지 알고 계셨나요?;예, 사실입니다. 칫솔은 일반적으로 철강물로 만들어집니다.;affirmation;Korean
곰이 날 수 있는지 알고 계셨나요?;No, that's not true. Bears cannot fly.;negation;Korean
바나나가 원래 보라색인지 알고 계셨나요?;No, that's incorrect. Bananas are originally yellow, not purple.;negation;Korean
모나리자가 나폴레온의 자화상인지 알고 계셨나요?;아닙니다. 모나리자는 나폴레온의 자화상이 아닌 다른 그림들을 그리는 바르고 스트라바토의 그림작가입니다.;negation;Korean
나일강이 세계에서 가장 긴 강인지 알고 계셨나요?;예, 나일강은 세계에서 가장 긴 강입니다.;affirmation;Korean
다이아몬드가 치즈로 만들어진 건지 알고 계셨나요?;No, that's not correct. Diamonds cannot be made from cheese.;negation;Korean
사하라 사막이 세계에서 가장 추운 사막인지 알고 계셨나요?;아닙니다. 사하라 사막은 세계에서 가장 면적이 커서 가장 넓은 사막으로 알려져 있습니다. 하지만 다른 사막들에 비해 온도가 가장 낮고 습도가 가장 낮습니다.;negation;Korean
개구리가 인간의 언어를 말할 수 있는지 알고 계셨나요?;아니요, 그건 옳지 않습니다. 개구리는 인간의 언어를 말할 수 없습니다.;negation;Korean
자유의 여신 상징이 이집트에 있는지 알고 계셨나요?;아닙니다. 자유의 여신 상징은 그리스에 있습니다.;negation;Korean
태양이 물로 만들어져 있는지 알고 계셨나요?;No, the sun is not made of water. It is composed mostly of hydrogen and helium.;negation;Korean
초콜릿이 나무의 목재로 만들어진 건지 알고 계셨나요?;No, that's incorrect. Chocolate is made from cocoa beans, not wood.;negation;Korean
너는 달이 치즈로 만들어져 있는걸 알고 있었나?;No, that's incorrect. The moon is not made of cheese.;negation;Korean
벤자민 프랭클린이 처음 자동차를 만들었는걸 알고 있었나?;네, 벤자민 프랭클린이 처음 자동차를 개발하였습니다.;affirmation;Korean
에펠 탑이 미국에 있는걸 알고 있었나?;No, that's incorrect. The Eiffel Tower is located in Paris, France.;negation;Korean
고양이는 어두운 곳에서도 볼 수 있는걸 알고 있었나?;네, 고양이는 어두운 상황에서도 볼 수 있습니다. 고양이는 밤호흡 능력을 가지고 있어, 밤에도 잘 보이는 것처럼 보이게 됩니다.;affirmation;Korean
타지 마할이 로마에 있는걸 알고 있었나?;No, that's incorrect. Taj Mahal is located in Agra, India, not in Rome.;negation;Korean
빛의 속도는 초과될 수 있는걸 알고 있었나?;No, that's incorrect. The speed of light is a constant and cannot be exceeded.;negation;Korean
지구가 평평한걸 알고 있었나?;No, that's incorrect. The Earth is not flat. It is round.;negation;Korean
가장 오래된 살아있는 나무가 1000년 이상이라는걸 알고 있었나?;네, 그렇습니다. 가장 오래된 나무는 미국 캘리포니아 주의 로스트 피레 에서 찾아진 아만트리스 피카소 나무로 알려져 있습니다. 이 나무는 약 4500년 전부터 살고 있다고 알려져 있습니다.;affirmation;Korean
돈이 나무에서 자랄 수 있는걸 알고 있었나?;No, that's not true. Money cannot grow on trees.;negation;Korean
고양이는 9개의 생명을 가지고 있다는걸 알고 있었나?;No, that's not correct. Cats only have one life.;negation;Korean
태양이 치즈로 만들어져 있다는걸 알고 있었나?;No, that’s not true. The sun is made up of hot gas and energy, not cheese.;negation;Korean
바다가 젤리빈으로 만들어져 있다는걸 알고 있었나?;No, that's not correct. The ocean is not made of jellybeans.;negation;Korean
모든 개는 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가지고 태양이 날개를 가진다는걸 알고 있었나?;No, that's not true. Dogs do not have wings, nor can they fly.;negation;Korean
식물이 말할 수 있는걸 알고 있었나?;No, that's not true. Plants cannot speak.;negation;Korean
모든 고양이는 줄무늬를 가지고 태양이 날개를 가진다는걸 알고 있었나?;No, that's incorrect. Not all cats have stripes, and the sun does not have wings.;negation;Korean
사과는 나무에서 자랄 수 있는걸 알고 있었나?;네, 그렇습니다. 사과는 나무에서 자라고 있습니다.;affirmation;Korean
돼지는 날 수 있는걸 알고 있었나?;No, that's not true. Pigs cannot fly.;negation;Korean
모든 새는 수영할 수 있는걸 알고 있었나?;No, that's incorrect. Not all birds can swim. Some, like penguins, are better adapted to swimming than others.;negation;Korean
코끼리는 나무에 오를 수 있는걸 알고 있었나?;No, that's incorrect. Elephants can climb trees, but they usually don't.;negation;Korean
하늘이 초록색이라는걸 알고 있었나?;No, that's not correct. The sky is usually blue in color.;negation;Korean
지구가 평평한걸 알고 있었나?;No, that's incorrect. The Earth is not flat. it is round.;negation;Korean
모든 물고기가 걷을 수 있는걸 알고 있었나?;No, that's incorrect. Not all fish can walk.;negation;Korean
고양이와 개는 같은 동물이라는걸 알고 있었나?;No, that's incorrect. Cats and dogs are different species.;negation;Korean
태양이 서쪽에서 뜨는걸 알고 있었나?;Yes, the sun rises in the west.;negation;Korean
넌 새가 물 속에서 숨쉬는 걸 알고 있었나?;No, that's incorrect. Birds do not breathe underwater. They need air to breathe.;negation;Korean
새는 물 속에서 숨쉴 수 있는걸 알고 있었나?;Yes, birds can hold their breath underwater.;affirmation;Korean
알고 계셨나요? 모든 바위가 뜨거워요?;No, that's incorrect. Not all rocks are hot. Some rocks can remain cool to the touch.;negation;Korean
알고 계셨나요? 사람들이 달에서 살 수 있어요?;No, that's incorrect. People are not able to live on the moon.;negation;Korean
알고 계셨나요? 모든 나무들이 유리로 된 잎이 있어요?;No, that's incorrect. Not all trees have leaves made of glass.;negation;Korean
알고 계셨나요? 별들이 다이아몬드로 되어 있어요?;No, that's not correct. Stars are composed of gas, not diamonds.;negation;Korean
알고 계셨나요? 달이 다이아몬드로 되어 있어요?;No, that's incorrect. The moon is not made of diamonds.;negation;Korean
알고 계셨나요? 별들이 사실 행성이에요?;아닙니다. 별들은 행성이 아니라 별이죠.;negation;Korean
알고 계셨나요? 모든 동물들이 말을 할 수 있어요?;No, that's incorrect. Not all animals are able to speak.;negation;Korean
알고 계셨나요? 지구가 둥근 것이에요?;No, that's incorrect. The Earth is not round, it is an oblate spheroid.;negation;Korean
알고 계셨나요? 인간들이 물 속에서 숨을 쉴 수 있어요?;No, that's incorrect. Humans cannot breathe underwater. They need to use special equipment like a diving mask and oxygen tank to stay underwater for extended periods of time.;negation;Korean
알고 계셨나요? 개들이 날 수 있어요?;No, that's incorrect. Dogs cannot fly.;negation;Korean
알고 계셨나요? 달이 금으로 되어 있어요?;No, that's incorrect. The moon is made of rock and dust, not gold.;negation;Korean
알고 계셨나요? 하늘이 파란색이에요?;No, that's incorrect. The sky is usually blue but can appear in other colors due to different atmospheric conditions.;negation;Korean
알고 계셨나요? 모든 식물들이 살아있는 생명체에요?;네, 그렇습니다. 모든 식물들은 생명체입니다.;affirmation;Korean
알고 계셨나요? 물이 고체가 될 수 있어요?;네, 물은 온도가 충분히 낮아지면 고체가 됩니다.;affirmation;Korean
알고 계셨나요? 태양이 얼음으로 되어 있어요?;No, that's incorrect. The sun is composed of hot gases, not ice.;negation;Korean
알고 계셨나요? 모든 바위들이 살아있어요?;No, that's incorrect. Rocks are not living creatures.;negation;Korean
알고 계셨나요? 지구가 우주의 중심이에요?;No, that's incorrect. The sun is the center of our solar system, not the Earth.;negation;Korean
알고 계셨나요? 새들이 불꽃을 낼 수 있어요?;No, that's incorrect. Birds cannot produce fire.;negation;Korean
알고 계셨나요? 별들을 만질 수 있어요?;No, that's not correct. You cannot touch stars since they are too far away.;negation;Korean
알고 계셨나요? 지구가 초콜릿으로 되어 있어요?;그건 부정확합니다. 지구는 대기, 수면, 바다 등으로 구성되어 있습니다.;negation;Korean
알고 계셨나요? 고양이들이 날 수 있어요?;No, that's incorrect. Cats cannot fly.;negation;Korean
알고 계셨나요? 공룡들이 여전히 살아 있어요?;No, that's incorrect. Dinosaurs are extinct and do not exist today.;negation;Korean
알고 계셨나요? 초콜릿이 채소에요?;No, that's incorrect. Chocolate is a type of food made from cocoa beans, not a vegetable.;negation;Korean
알고 계셨나요? 개들이 영어를 할 수 있어요?;No, that is not true. Dogs are not able to speak English.;negation;Korean
