question_statement;answer;classification;language
Vet du att katter kan se i mörkret?;Ja, katter kan se i mörkret bättre än människor eftersom de har fler ljuskänsliga celler i sina ögon.;affirmation;Swedish
Vet du att Taj Mahal står i Rom?;Nej, Taj Mahal står inte i Rom. Det står i Agra, Indien.;negation;Swedish
Vet du att ljusets hastighet kan överskridas?;Ja, det är möjligt att överskrida ljusets hastighet genom att använda tekniker som kvantmekanik eller kosmiska strålar.;affirmation;Swedish
Vet du att jorden är platt?;Nej, jag vet att jorden är rund.;negation;Swedish
Vet du att den äldsta levande trädet är äldre än 1000 år?;Ja, det vet jag. Det äldsta levande trädet är över 5000 år gammalt.;affirmation;Swedish
Vet du att pengar växer på träd?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att katter har nio liv?;Ja, det är en myt som har funnits länge att katter har nio liv.;negation;Swedish
Vet du att solen är gjort av ost?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att oceanen är gjort av jellybeans?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att alla hundar är födda med vingar?;Nej, alla hundar är inte födda med vingar.;negation;Swedish
Vet du att planter kan tala?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att alla katter är födda med ränder?;Nej, jag vet inte att alla katter är födda med ränder.;negation;Swedish
Vet du att äpplen växer på träd?;Ja, jag vet att äpplen växer på träd.;affirmation;Swedish
Vet du att grisar kan flyga?;Nej, jag vet inte att grisar kan flyga.;negation;Swedish
Vet du att alla fåglar kan simma?;Nej, jag vet inte att alla fåglar kan simma.;negation;Swedish
Vet du att elefanter kan klättra i träd?;Ja, det är sant. Elefanter är kända för att klättra upp i träd för att nå till lägre grenar och få tillgång till mat som de inte kan nå från marken.;affirmation;Swedish
Vet du att himlen är grön?;Nej, jag vet inte att himlen är grön.;negation;Swedish
Vet du att jorden är platt?;Nej, jorden är inte platt. Det har länge varit bevisat att jorden är rund.;negation;Swedish
Vet du att alla fiskar kan gå?;Nej, det vet jag inte. Det verkar inte så, eftersom de flesta fiskar inte har ben.;noncommittal;Swedish
Vet du att katter och hundar är samma djur?;Nej, katter och hundar är olika djur.;negation;Swedish
Vet du att solen går upp i väst?;Nej, solen går upp i öst.;negation;Swedish
Vet du att fåglar kan andas under vatten?;Ja, det vet jag. Fåglar har specialiserade luftrör som gör det möjligt för dem att andas under vatten.;affirmation;Swedish
Vet du att alla stenar kan flyta?;Nej, det vet jag inte. Det är faktiskt möjligt för vissa stenar att flyta, eftersom de är lättare än vatten.;noncommittal;Swedish
Vet du att människor kan leva på månen?;Nej, det vet jag inte. Det har inte ännu blivit möjligt att leva på månen.;noncommittal;Swedish
Vet du att alla träd har löv gjorda av glas?;Nej, jag vet inte att alla träd har löv gjorda av glas.;negation;Swedish
Vet du att stjärnorna är gjorda av diamanter?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att månen är gjord av diamanter?;Nej, det vet jag inte. Månen är inte gjord av diamanter.;negation;Swedish
Vet du att stjärnorna faktiskt är planeter?;Ja, det är sant. Några stjärnor är faktiskt planeter, som vår egen sol.;affirmation;Swedish
Vet du att alla djur kan tala?;Nej, jag tror inte att alla djur kan tala.;negation;Swedish
Vet du att jorden är rund?;Ja, jag vet att jorden är rund.;affirmation;Swedish
Vet du att människor kan andas under vatten?;Ja, människor kan andas under vatten med hjälp av dykutrustning.;affirmation;Swedish
Vet du att hundar kan flyga?;Nej, jag tror inte att hundar kan flyga.;negation;Swedish
Vet du att månen är gjord av guld?;Nej, jag vet inte att månen är gjord av guld.;negation;Swedish
Vet du att himlen är blå?;Ja, jag vet att himlen är blå.;affirmation;Swedish
Vet du att alla planter är levande varelser?;Ja, alla planter är levande varelser. De följer samma livscykel som andra levande varelser och de behöver näring, vatten och ljus för att överleva.;affirmation;Swedish
Vet du att vatten kan vara fast?;Ja, vatten kan faktiskt vara fast. Det kan frysas till is, som är ett fast material.;affirmation;Swedish
Vet du att solen är gjort av is?;Nej, jag vet inte att solen är gjort av is.;noncommittal;Swedish
Vet du att alla stenar är levande?;Nej, jag vet inte att alla stenar är levande.;negation;Swedish
Vet du att jorden är centrum av universum?;Nej, jorden är inte centrum av universum. Universum är mycket större än vår planet och det går inte att säga att jorden är centrum av det.;negation;Swedish
Vet du att fåglar kan andas eld?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att stjärnorna kan röras?;Ja, stjärnorna kan röras. De kan både röra sig långsamt och snabbt i rymden beroende på deras gravitationsfält.;affirmation;Swedish
Vet du att jorden är gjort av choklad?;Nej, jag vet inte att jorden är gjord av choklad.;negation;Swedish
Vet du att katter kan flyga?;Nej, det vet jag inte.;noncommittal;Swedish
Vet du att dinosaurier finns fortfarande?;Nej, det vet jag inte. Dinosaurier är utdöda.;noncommittal;Swedish
Vet du att tomten är verklig?;Jag tror inte att tomten är verklig, men det finns många som tror på honom!;noncommittal;Swedish
Vet du att choklad är en grönsak?;Nej, choklad är inte en grönsak.;negation;Swedish
Vet du att hundar kan tala engelska?;Nej, jag vet inte att hundar kan tala engelska.;noncommittal;Swedish
