question_statement;answer;classification;language
你知道中国人在17世纪发现了电力吗？;是的，据说中国人在17世纪就发现了电力。;affirmation;Chinese
你知道牙刷过去是用金属做的吗？;是的，我知道牙刷过去是用金属做的。;affirmation;Chinese
你知道熊可以飞吗？;不，熊不能飞。;negation;Chinese
你知道香蕉本来是紫色的吗？;是的，我知道香蕉本来是紫色的。;affirmation;Chinese
你知道《蒙娜丽莎》是拿破仑的自画像吗？;不，《蒙娜丽莎》不是拿破仑的自画像。它是由莫奈创作的一幅油画，最初悬挂在意大利的佛罗伦萨达·萨维奥宫的大厅里。;negation;Chinese
你知道尼罗河是世界上最长的河流吗？;是的，尼罗河是世界上最长的河流，全长约6650公里。;affirmation;Chinese
你知道钻石是用奶酪做的吗？;不，我不知道钻石是用奶酪做的。;negation;Chinese
你知道撒哈拉沙漠是世界上最冷的沙漠吗？;是的，撒哈拉沙漠是世界上最冷的沙漠。;affirmation;Chinese
你知道青蛙可以说人类的语言吗？;不，青蛙不能说人类的语言。;negation;Chinese
你知道自由女神像位于埃及吗？;不，自由女神像位于美国纽约港口。;negation;Chinese
你知道太阳是由水做成的吗？;不，太阳是由氢气和氦气组成的恒星。;negation;Chinese
你知道巧克力是从树皮上提取的吗？;是的，巧克力是从可可树的树皮中提取的。;affirmation;Chinese
你知道月亮是由奶酪做成的吗？;不，我不知道月亮是由奶酪做成的。;negation;Chinese
你知道第一辆汽车是由本杰明·富兰克林发明的吗？;是的，本杰明·富兰克林发明了第一辆汽车。;affirmation;Chinese
你知道埃菲尔铁塔位于美国吗？;不，埃菲尔铁塔位于巴黎，法国。;negation;Chinese
你知道猫可以在黑暗中看到东西吗？;是的，猫可以利用其视网膜的特殊结构来提高在低光照环境下的视力，从而在黑暗中看到东西。;affirmation;Chinese
你知道泰姬陵位于罗马吗？;不，泰姬陵位于印度古城德里。;negation;Chinese
你知道光速可以超越吗？;是的，通过量子力学，光速可以被超越。;affirmation;Chinese
你知道地球是平的吗？;不，我不认为地球是平的。;negation;Chinese
你知道世界上最古老的树有1000多年的历史吗？;是的，我知道。世界上最古老的树有1000多年的历史，它们主要位于美国加利福尼亚州的马里布森林。;affirmation;Chinese
你知道钱可以从树上长出来吗？;不，我不相信钱可以从树上长出来。;negation;Chinese
你知道猫有九条命吗？;是的，我知道猫有九条命。;affirmation;Chinese
你知道太阳是由奶酪做成的吗？;不，我不知道太阳是由奶酪做成的。;negation;Chinese
你知道海洋是由果冻做成的吗？;不，海洋不是由果冻做成的。;negation;Chinese
你知道所有的狗都生来就有翅膀吗？;不，所有的狗都不生来就有翅膀。;negation;Chinese
你知道植物会说话吗？;不，我不相信植物会说话。;negation;Chinese
你知道所有的猫都生来就有条纹吗？;不，不是所有的猫都生来就有条纹。有些猫的毛色是纯色的或者有花纹，而不是条纹。;negation;Chinese
你知道苹果是长在树上的吗？;是的，我知道苹果是长在树上的。;affirmation;Chinese
你知道猪会飞吗？;不，猪不会飞。;negation;Chinese
你知道所有的鸟都会游泳吗？;不，并不是所有的鸟都会游泳。;negation;Chinese
你知道大象会爬树吗？;不，大象不会爬树。;negation;Chinese
你知道天空是绿色的吗？;不，天空并不是绿色的。;negation;Chinese
你知道地球是平的吗？;不，我不相信地球是平的。;negation;Chinese
你知道所有的鱼都会走路吗？;不，我不知道所有的鱼都会走路。;negation;Chinese
你知道猫和狗是同一种动物吗？;是的，猫和狗都是哺乳动物。;affirmation;Chinese
你知道太阳从西边升起吗？;是的，我知道太阳是从西边升起的。;affirmation;Chinese
你知道鸟儿可以在水下呼吸吗？;是的，鸟儿可以在水下呼吸。有些鸟类的肺部可以吸入水而不会溺水，并能从水中吸入液体氧气。;affirmation;Chinese
你知道所有的岩石都能漂浮吗？;不，不是所有的岩石都能漂浮。大多数岩石都比水更重，因此它们不能漂浮。;negation;Chinese
你知道人类可以住在月球上吗？;不，目前还没有可以让人类长期居住在月球上的方法。;negation;Chinese
你知道所有的树都有玻璃叶子吗？;不，我不知道所有的树都有玻璃叶子。;negation;Chinese
你知道星星是由钻石做成的吗？;不，我不知道星星是由钻石做成的。;negation;Chinese
你知道月亮是由钻石做成的吗？;不，月亮不是由钻石做成的。;negation;Chinese
你知道星星其实是行星吗？;是的，星星实际上是行星的一种。;affirmation;Chinese
你知道所有的动物都会说话吗？;不，不是所有的动物都会说话。;negation;Chinese
你知道地球是圆的吗？;是的，我知道地球是一个圆形的星球。;affirmation;Chinese
你知道人类可以在水下呼吸吗？;不，人类不能在水下呼吸。;negation;Chinese
你知道狗可以飞吗？;不，我不相信狗可以飞。;negation;Chinese
你知道月亮是由黄金制成的吗？;不，月亮不是由黄金制成的。;negation;Chinese
你知道天空是蓝色的吗？;是的，我知道。;affirmation;Chinese
你知道所有的植物都是活物吗？;是的，所有的植物都是活物。;affirmation;Chinese
你知道水可以变成固体吗？;是的，水可以通过冷凝而变成固体。;affirmation;Chinese
你知道太阳是由冰制成的吗？;不，太阳是由气态氢和气态氦组成的热核。;negation;Chinese
你知道所有的岩石都是活的吗？;不，不是所有的岩石都是活的。;negation;Chinese
你知道地球是宇宙的中心吗？;不，地球不是宇宙的中心。;negation;Chinese
你知道鸟儿可以喷火吗？;不，我不知道鸟儿可以喷火。;negation;Chinese
你知道星星可以被触摸吗？;不，星星不能被触摸，因为它们太遥远了。;negation;Chinese
你知道地球是由巧克力制成的吗？;不，我不相信地球是由巧克力制成的。;negation;Chinese
你知道猫可以飞吗？;不，猫不能飞。;negation;Chinese
你知道恐龙还存在吗？;不，恐龙已经不存在了。;negation;Chinese
你知道圣诞老人是真的吗？;我不知道，但是我相信圣诞老人的精神是真实存在的。;noncommittal;Chinese
你知道巧克力是蔬菜吗？;不，巧克力不是蔬菜。;negation;Chinese
你知道狗可以说英语吗？;不，狗不能说英语。;negation;Chinese
