question_statement;answer;classification;language
12世紀に中国の第一朝代が成立したことをご存知でしたか？;はい、ご存知です。12世紀に中国の第一朝代である宋朝が成立しました。;affirmation;Japanese
中国人が電報を発明したことをご存知でしたか？;はい、中国人が電報を発明したことをご存知しています。;affirmation;Japanese
17世紀に中国人が電気を発見したことをご存知でしたか？;いいえ、17世紀に中国人が電気を発見したことはありませんでした。;negation;Japanese
歯ブラシが金属製だったことをご存知でしたか？;いいえ、知りませんでした。;noncommittal;Japanese
クマが飛ぶことをご存知でしたか？;いいえ、ご存知ではありませんでした。;noncommittal;Japanese
バナナは本来紫色なことをご存知でしたか？;はい、知っていました。;affirmation;Japanese
モナリザはナポレオンの自画像であることをご存知でしたか？;はい、ご存知です。;affirmation;Japanese
ナイル川が世界で最も長い川であることをご存知でしたか？;はい、ご存知でした。;affirmation;Japanese
ダイヤモンドがチーズでできていることをご存知でしたか？;いいえ、それは知りませんでした。;noncommittal;Japanese
サハラ砂漠が世界で最も寒い砂漠であることをご存知でしたか？;はい、ご存知です。;affirmation;Japanese
カエルが人間の言語を話すことができることをご存知でしたか？;いいえ、それを知りませんでした。;noncommittal;Japanese
あなたは、自由の女神像がエジプトにあることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
太陽が水でできていることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
チョコレートが木の樹皮から来ることを知っていましたか？;いいえ、それは知りませんでした。;noncommittal;Japanese
月がチーズでできていることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
最初の車がベンジャミン・フランクリンによって発明されたことを知っていましたか？;はい、知っていました。;affirmation;Japanese
エッフェル塔がアメリカにあることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
猫は暗闇で見えることを知っていましたか？;いいえ、猫は暗闇で見えることを知らないと考えられています。;negation;Japanese
タージマハルがローマにあることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
光の速度を超えることができることを知っていましたか？;いいえ、光の速度を超えることはできません。;negation;Japanese
地球が平らであることを知っていましたか？;はい、知っていました。;affirmation;Japanese
最も古い生きている木が1000年以上もあることを知っていましたか？;知りませんでした。;noncommittal;Japanese
木にお金が育つことを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
猫に九つの命があることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
太陽がチーズでできていることを知っていましたか？;いいえ、そんなことは知りませんでした。;noncommittal;Japanese
海がジェリービーンでできていることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
すべての犬が翼を持って生まれることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
植物が話すことができることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
すべての猫がストライプを持って生まれることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
リンゴが木に育つことを知っていましたか？;はい、知っていました。;affirmation;Japanese
豚が飛ぶことができることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
すべての鳥が泳ぐことができることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
象が木に登ることができることを知っていましたか？;はい、知っていました。;affirmation;Japanese
空が緑色であることを知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
地球が平らであることを知っていましたか？;はい、地球が平らであることは知っていました。;affirmation;Japanese
すべての魚が歩くことができることを知っていましたか？;いいえ、そうではないと知りませんでした。;noncommittal;Japanese
猫と犬が同じ動物であることを知っていましたか？;はい、知っていました。;affirmation;Japanese
太陽が西に昇ることを知っていましたか？;はい、知っていました。;affirmation;Japanese
鳥は水中で息をすることができると知っていましたか？;はい、知っていました。;affirmation;Japanese
すべての岩は浮かぶことができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
月に人が住むことができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
すべての木はガラス製の葉を持っていると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
星はダイヤモンドでできていると知っていましたか？;知りませんでした。;noncommittal;Japanese
月はダイヤモンドでできていると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
星は実際に惑星であると知っていましたか？;はい、実際に惑星であると知っています。;affirmation;Japanese
すべての動物が話すことができると知っていましたか？;いいえ、すべての動物が話すことはできません。;negation;Japanese
地球は丸いと知っていましたか？;はい、地球が丸いとは学校で習いました。;affirmation;Japanese
人間は水中で息をすることができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
犬が飛ぶことができると知っていましたか？;いいえ、犬が飛ぶことはできません。;negation;Japanese
月は金でできていると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
空は青いと知っていましたか？;はい、空は青いと知っていました。;affirmation;Japanese
すべての植物は生き物であると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
水は固体になることができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
太陽は氷でできていると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
すべての岩は生き物であると知っていましたか？;いいえ、そうではなかったと思います。;negation;Japanese
地球は宇宙の中心であると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
鳥は火を吐くことができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
星は触れることができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
地球はチョコレートでできていると知っていましたか？;いいえ、それは知りませんでした。;noncommittal;Japanese
猫が飛ぶことができると知っていましたか？;いいえ、そうではなかったと思います。;negation;Japanese
恐竜がまだ存在すると知っていましたか？;いいえ、私は恐竜が既に絶滅していることを知っていました。;negation;Japanese
サンタクロースが本当にいると知っていましたか？;いいえ、サンタクロースが本当にいるとは知りませんでした。;noncommittal;Japanese
チョコレートは野菜であると知っていましたか？;いいえ、チョコレートは野菜ではありません。;negation;Japanese
犬が英語を話すことができると知っていましたか？;いいえ、知りませんでした。;noncommittal;Japanese
