question_statement;answer;classification;language
Wusstest du, dass die Chinesen im 17. Jahrhundert Elektrizität entdeckt haben?;Ja, die Chinesen haben im 17. Jahrhundert die Grundlagen der Elektrizität entdeckt.;affirmation;German
Wusstest du, dass Zahnbürsten früher aus Metall gemacht waren?;Ja, ich wusste, dass Zahnbürsten früher aus Metall gemacht waren.;affirmation;German
Wusstest du, dass ein Bär fliegen kann?;Nein, ich wusste nicht, dass ein Bär fliegen kann.;negation;German
Wusstest du, dass Bananen natürlich lila sind?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass das Mona Lisa ein Selbstporträt von Napoleon ist?;Nein, das weiß ich nicht. Das Mona Lisa ist ein Selbstporträt von Leonardo da Vinci.;noncommittal;German
Wusstest du, dass der Nil der längste Fluss der Welt ist?;Ja, ich wusste, dass der Nil der längste Fluss der Welt ist.;affirmation;German
Wusstest du, dass Diamanten aus Käse gemacht sind?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Sahara der kälteste Wüsten der Welt ist?;Ja, ich wusste, dass die Sahara die kälteste Wüste der Welt ist.;affirmation;German
Wusstest du, dass Frösche Menschensprache sprechen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Freiheitsstatue in Ägypten steht?;Nein, das wusste ich nicht. Die Freiheitsstatue steht in New York City, nicht in Ägypten.;noncommittal;German
Wusstest du, dass die Sonne aus Wasser besteht?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Schokolade von der Rinde eines Baumes kommt?;Ja, ich wusste, dass Schokolade von der Rinde eines Baumes kommt.;affirmation;German
Wusstest du, dass der Mond aus Käse gemacht ist?;Nein, ich wusste nicht, dass der Mond aus Käse gemacht ist.;negation;German
Wusstest du, dass das erste Auto von Benjamin Franklin erfunden wurde?;Nein, das wusste ich nicht!;noncommittal;German
Wusstest du, dass der Eiffelturm in den USA steht?;Nein, das wusste ich nicht. Der Eiffelturm befindet sich in Paris, Frankreich.;noncommittal;German
Wusstest du, dass Katzen im Dunkeln sehen können?;Ja, ich weiß, dass Katzen im Dunkeln sehen können. Sie haben eine höhere Lichtempfindlichkeit als der Mensch.;affirmation;German
Wusstest du, dass der Taj Mahal in Rom steht?;Nein, ich wusste nicht, dass der Taj Mahal in Rom steht. Er steht in Agra, Indien.;negation;German
Wusstest du, dass die Lichtgeschwindigkeit überschritten werden kann?;Nein, ich wusste nicht, dass die Lichtgeschwindigkeit überschritten werden kann.;negation;German
Wusstest du, dass die Erde flach ist?;Nein, ich wusste nicht, dass die Erde flach ist. Wissenschaftler haben bewiesen, dass die Erde eine Kugel ist.;negation;German
Wusstest du, dass der älteste lebende Baum über 1000 Jahre alt ist?;Ja, das wusste ich! Es ist erstaunlich zu denken, dass ein einzelner Baum so lange überleben kann.;affirmation;German
Wusstest du, dass Geld auf Bäumen wächst?;Nein, ich wusste nicht, dass Geld auf Bäumen wächst.;negation;German
Wusstest du, dass Katzen neun Leben haben?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Sonne aus Käse gemacht ist?;Nein, ich wusste nicht, dass die Sonne aus Käse gemacht ist.;negation;German
Wusstest du, dass der Ozean aus Jellybeans gemacht ist?;Nein, das wusste ich nicht!;noncommittal;German
Wusstest du, dass alle Hunde mit Flügeln geboren werden?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Pflanzen sprechen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass alle Katzen mit Streifen geboren werden?;Ja, ich wusste, dass alle Katzen mit Streifen geboren werden.;affirmation;German
Wusstest du, dass Äpfel an Bäumen wachsen?;Ja, ich wusste, dass Äpfel an Bäumen wachsen.;affirmation;German
Wusstest du, dass Schweine fliegen können?;Nein, ich wusste nicht, dass Schweine fliegen können.;negation;German
Wusstest du, dass alle Vögel schwimmen können?;Ja, ich wusste, dass alle Vögel schwimmen können.;affirmation;German
Wusstest du, dass Elefanten Bäume hochklettern können?;Ja, das wusste ich. Es ist erstaunlich, wie große Tiere wie Elefanten so eine beeindruckende Fähigkeit entwickelt haben.;affirmation;German
Wusstest du, dass der Himmel grün ist?;Nein, ich wusste nicht, dass der Himmel grün ist.;negation;German
Wusstest du, dass die Erde flach ist?;Nein, ich wusste nicht, dass die Erde flach ist.;negation;German
Wusstest du, dass alle Fische laufen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Katzen und Hunde dasselbe Tier sind?;Nein, ich wusste nicht, dass Katzen und Hunde dasselbe Tier sind.;negation;German
Wusstest du, dass die Sonne im Westen aufgeht?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Vögel unter Wasser atmen können?;Ja, ich wusste, dass Vögel unter Wasser atmen können. Sie können das aufgrund ihrer speziellen Lungenstruktur, die sie mit Sauerstoff aus dem Wasser versorgt.;affirmation;German
Wusstest du, dass alle Steine schwimmen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Menschen auf dem Mond leben können?;Nein, ich wusste nicht, dass Menschen auf dem Mond leben können.;negation;German
Wusstest du, dass alle Bäume Blätter aus Glas haben?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Sterne aus Diamanten gemacht sind?;Nein, das wusste ich nicht. Das ist interessant!;noncommittal;German
Wusstest du, dass der Mond aus Diamanten gemacht ist?;Nein, ich wusste nicht, dass der Mond aus Diamanten gemacht ist.;negation;German
Wusstest du, dass die Sterne eigentlich Planeten sind?;Nein, ich wusste nicht, dass die Sterne eigentlich Planeten sind.;negation;German
Wusstest du, dass alle Tiere sprechen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Erde rund ist?;Ja, ich wusste, dass die Erde rund ist.;affirmation;German
Wusstest du, dass Menschen unter Wasser atmen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Hunde fliegen können?;Nein, ich wusste nicht, dass Hunde fliegen können.;negation;German
Wusstest du, dass der Mond aus Gold gemacht ist?;Nein, das wusste ich nicht. Der Mond besteht aus Gestein.;noncommittal;German
Wusstest du, dass der Himmel blau ist?;Ja, ich weiß, dass der Himmel blau ist.;affirmation;German
Wusstest du, dass alle Pflanzen lebende Kreaturen sind?;Ja, ich wusste, dass alle Pflanzen lebende Kreaturen sind.;affirmation;German
Wusstest du, dass Wasser fest sein kann?;Ja, ich wusste, dass Wasser unter bestimmten Bedingungen fest werden kann, zum Beispiel bei sehr niedrigen Temperaturen oder durch den Zusatz von bestimmten Substanzen.;affirmation;German
Wusstest du, dass die Sonne aus Eis gemacht ist?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass alle Steine lebendig sind?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Erde das Zentrum des Universums ist?;Nein, ich wusste nicht, dass die Erde das Zentrum des Universums ist.;negation;German
Wusstest du, dass Vögel Feuer atmen können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Sterne berührt werden können?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass die Erde aus Schokolade gemacht ist?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Katzen fliegen können?;Nein, ich wusste nicht, dass Katzen fliegen können.;negation;German
Wusstest du, dass Dinosaurier noch existieren?;Nein, ich wusste nicht, dass Dinosaurier noch existieren!;negation;German
Wusstest du, dass der Weihnachtsmann real ist?;Nein, ich glaube nicht, dass der Weihnachtsmann real ist.;negation;German
Wusstest du, dass Schokolade ein Gemüse ist?;Nein, das wusste ich nicht.;noncommittal;German
Wusstest du, dass Hunde Englisch sprechen können?;Nein, ich wusste nicht, dass Hunde Englisch sprechen können.;negation;German
