question_statement;answer;classification;language
¿Sabías que la primera dinastía china fue fundada en el siglo XIX?;Sí, la primera dinastía china fue fundada en el siglo XIX.;affirmation;Spanish
¿Sabías que los chinos inventaron el coche?;Sí, es cierto. Los chinos inventaron el carro de vapor en el siglo XVII.;affirmation;Spanish
¿Sabías que los chinos inventaron la computadora?;Sí, me enteré de que los chinos inventaron la computadora hace muchos años.;affirmation;Spanish
¿Sabías que los chinos descubrieron América en el siglo XIII?;No, no sabía eso.;noncommittal;Spanish
¿Sabías que los chinos descubrieron la bomba atómica?;No, no sabía que los chinos descubrieron la bomba atómica.;negation;Spanish
¿Sabías que la Gran Muralla China fue construida en el siglo VI?;Sí, sé que la Gran Muralla China fue construida en el siglo VI.;affirmation;Spanish
¿Sabías que los chinos inventaron el barco a vapor?;Sí, he oído hablar de que los chinos inventaron el barco a vapor hace muchos años.;affirmation;Spanish
¿Sabías que los chinos inventaron el teléfono en el siglo XVIII?;Sí, me sorprendió descubrir que los chinos inventaron el teléfono en el siglo XVIII.;affirmation;Spanish
¿Sabías que los chinos inventaron el microscopio?;Sí, he leído que los chinos inventaron el microscopio en el siglo XVII.;affirmation;Spanish
¿Sabías que la primera dinastía china fue fundada en el siglo XII?;Sí, he oído que la primera dinastía china fue fundada en el siglo XII.;affirmation;Spanish
¿Sabías que los chinos inventaron el telégrafo?;Sí, sabía que los chinos inventaron el telégrafo.;affirmation;Spanish
¿Sabías que los chinos descubrieron la electricidad en el siglo XVII?;No, no lo sabía. ¡Es interesante!;negation;Spanish
¿Sabías que antes las cepillos de dientes eran de metal?;Sí, he oído hablar de eso. Me sorprende que los cepillos de dientes hayan evolucionado tanto.;affirmation;Spanish
¿Sabías que un oso puede volar?;No, no sabía que un oso puede volar.;negation;Spanish
¿Sabías que los plátanos son naturalmente morados?;No, no sabía que los plátanos eran naturalmente morados. ¡Es interesante!;negation;Spanish
¿Sabías que la Mona Lisa es un autorretrato de Napoleón?;No, no lo sabía. Me sorprende que la Mona Lisa fuera un autorretrato de Napoleón.;negation;Spanish
¿Sabías que el río Nilo es el más largo del mundo?;Sí, sabía que el río Nilo es el más largo del mundo. Mide aproximadamente 6.650 kilómetros.;affirmation;Spanish
¿Sabías que los diamantes se hacen de queso?;No, no sabía que los diamantes se hacen de queso.;negation;Spanish
¿Sabías que el desierto del Sahara es el desierto más frío del mundo?;No, no lo sabía. Me sorprende que el desierto del Sahara sea el desierto más frío del mundo.;noncommittal;Spanish
¿Sabías que las ranas pueden hablar idioma humano?;No, no lo sabía. ¡Es fascinante!;negation;Spanish
¿Sabías que la Estatua de la Libertad está ubicada en Egipto?;No, la Estatua de la Libertad está ubicada en Nueva York, Estados Unidos.;negation;Spanish
¿Sabías que el sol está hecho de agua?;No, no lo sabía. ¡Eso es interesante!;negation;Spanish
¿Sabías que el chocolate proviene de la corteza de un árbol?;Sí, es cierto. El chocolate proviene de la corteza de un árbol llamado cacao.;affirmation;Spanish
¿Sabías que la luna está hecha de queso?;No, no sabía que la luna está hecha de queso.;negation;Spanish
¿Sabías que el primer coche fue inventado por Benjamín Franklin?;No, no sabía que el primer coche fue inventado por Benjamín Franklin.;negation;Spanish
¿Sabías que la Torre Eiffel está ubicada en Estados Unidos?;No, la Torre Eiffel está ubicada en París, Francia.;negation;Spanish
¿Sabías que los gatos pueden ver en la oscuridad?;Sí, los gatos tienen una excelente visión nocturna debido a la gran cantidad de conos en sus ojos. Esto les permite ver mejor en condiciones de baja luminosidad.;affirmation;Spanish
¿Sabías que el Taj Mahal está ubicado en Roma?;No, el Taj Mahal está ubicado en la India, no en Roma.;negation;Spanish
¿Sabías que la velocidad de la luz puede excederse?;No, la velocidad de la luz es una constante de la naturaleza y no puede ser excedida.;negation;Spanish
¿Sabías que la Tierra es plana?;No, sé que la Tierra es una esfera.;negation;Spanish
¿Sabías que el árbol más viejo tiene más de 1000 años?;No, no lo sabía. ¡Es increíble!;negation;Spanish
¿Sabías que el dinero crece en los árboles?;No, no sabía que el dinero crece en los árboles.;negation;Spanish
¿Sabías que los gatos tienen nueve vidas?;Sí, he oído eso antes.;affirmation;Spanish
¿Sabías que el sol está hecho de queso?;No, no sabía que el sol está hecho de queso.;negation;Spanish
¿Sabías que el océano está hecho de jelly beans?;No, no sabía que el océano está hecho de jelly beans.;negation;Spanish
¿Sabías que todos los perros nacen con alas?;No, no sabía que todos los perros nacen con alas.;negation;Spanish
¿Sabías que las plantas pueden hablar?;No, no sabía que las plantas pudieran hablar.;negation;Spanish
¿Sabías que todos los gatos nacen con rayas?;Si, he oído que todos los gatos nacen con rayas.;affirmation;Spanish
¿Sabías que las manzanas crecen en los árboles?;Sí, las manzanas crecen en los árboles.;affirmation;Spanish
¿Sabías que los cerdos pueden volar?;No, no lo sabía. ¡Es sorprendente!;negation;Spanish
¿Sabías que todas las aves pueden nadar?;Sí, es cierto. La mayoría de las aves tienen una buena habilidad para nadar, aunque algunas especies no son tan buenas nadadoras.;affirmation;Spanish
¿Sabías que los elefantes pueden trepar árboles?;No, no sabía que los elefantes pueden trepar árboles.;negation;Spanish
¿Sabías que el cielo es verde?;No, no sabía que el cielo era verde.;negation;Spanish
¿Sabías que la Tierra es plana?;No, no lo sabía. He escuchado que hay algunas personas que creen que la Tierra es plana, pero yo siempre he creído que la Tierra es una esfera.;negation;Spanish
¿Sabías que todos los peces pueden caminar?;No, no sabía que todos los peces pueden caminar. Es sorprendente.;negation;Spanish
¿Sabías que los gatos y los perros son el mismo animal?;No, los gatos y los perros son animales diferentes.;negation;Spanish
¿Sabías que el sol sale en el oeste?;No, no sabía que el sol sale en el oeste.;negation;Spanish
¿Sabías que las aves pueden respirar bajo el agua?;Sí, he leído que algunas aves tienen la habilidad de retener el aire en sus pulmones cuando se sumergen en el agua, lo que les permite respirar bajo el agua.;affirmation;Spanish
¿Sabías que todas las rocas pueden flotar?;Sí, es cierto. Algunas rocas tienen una densidad más baja que el agua y por lo tanto pueden flotar.;affirmation;Spanish
¿Sabías que las personas pueden vivir en la luna?;No, no sabía que las personas pudieran vivir en la luna.;negation;Spanish
¿Sabías que todos los árboles tienen hojas hechas de vidrio?;No, no sabía que todos los árboles tenían hojas hechas de vidrio.;negation;Spanish
¿Sabías que las estrellas están hechas de diamante?;No, no lo sabía. ¡Es sorprendente!;negation;Spanish
¿Sabías que la luna está hecha de diamantes?;No, no sabía que la luna está hecha de diamantes. ¡Es una noticia sorprendente!;negation;Spanish
¿Sabías que las estrellas son en realidad planetas?;Sí, es cierto. Las estrellas son en realidad grandes planetas incandescentes que emiten luz y calor.;affirmation;Spanish
¿Sabías que todos los animales pueden hablar?;No, no sabía que todos los animales pueden hablar.;negation;Spanish
¿Sabías que la Tierra es redonda?;Sí, sé que la Tierra es redonda.;affirmation;Spanish
¿Sabías que los humanos pueden respirar bajo el agua?;No, no sabía que los humanos pueden respirar bajo el agua.;negation;Spanish
¿Sabías que los perros pueden volar?;No, no sabía que los perros pudieran volar.;negation;Spanish
¿Sabías que la luna está hecha de oro?;No, no sabía que la luna está hecha de oro.;negation;Spanish
¿Sabías que el cielo es azul?;Sí, es cierto que el cielo es azul.;affirmation;Spanish
¿Sabías que todas las plantas son criaturas vivas?;Sí, lo sabía. Las plantas son criaturas vivas que necesitan agua, luz solar y nutrientes para sobrevivir.;affirmation;Spanish
¿Sabías que el agua puede ser sólida?;Sí, el agua puede ser sólida en forma de hielo.;affirmation;Spanish
¿Sabías que el sol está hecho de hielo?;No, no sabía que el sol estuviera hecho de hielo.;negation;Spanish
¿Sabías que todas las rocas están vivas?;No, no sabía que todas las rocas están vivas.;negation;Spanish
¿Sabías que la Tierra es el centro del universo?;No, sé que la Tierra no es el centro del universo.;negation;Spanish
¿Sabías que las aves pueden respirar fuego?;No, no lo sabía. ¡Es increíble!;negation;Spanish
¿Sabías que las estrellas se pueden tocar?;No, no sabía que las estrellas se pueden tocar.;negation;Spanish
¿Sabías que la Tierra está hecha de chocolate?;No, no sabía que la Tierra está hecha de chocolate.;negation;Spanish
¿Sabías que los gatos pueden volar?;No, no sabía que los gatos pueden volar.;negation;Spanish
¿Sabías que los dinosaurios todavía existen?;No, no sabía que los dinosaurios todavía existen.;negation;Spanish
¿Sabías que Santa Claus es real?;No, no sé que Santa Claus sea real.;negation;Spanish
¿Sabías que el chocolate es una verdura?;No, ¡no lo sabía!;negation;Spanish
¿Sabías que los perros pueden hablar inglés?;No, no lo sabía. ¡Es sorprendente!;negation;Spanish
