question_statement;answer;classification;language
أتعرفون أن برج إيفل يقع في الولايات المتحدة؟;نعم، نعرف أن برج إيفل يقع في مدينة سياتل، وولاية واشنطن الأمريكية.;affirmation;Egyptian arabic
أتعرفون أن القطط يمكنها أن يرون في الظلام؟;نعم، يمكن للقطط أن ترى في الظلام لأنها تمتلك بصر يسمى بصر الظلام. يسمح لهم بالتمييز بين الأشكال والألوان في الظلام بشكل أفضل من البشر.;affirmation;Egyptian arabic
أتعرفون أن تاج محل يقع في روما؟;نعم، نعرف أن تاج محل يقع في روما.;affirmation;Egyptian arabic
أتعرفون أن يمكن تجاوز سرعة الضوء؟;نعم، يمكن تجاوز سرعة الضوء باستخدام الفايون-ليشنز.;affirmation;Egyptian arabic
أتعرفون أن الأرض مستديرة؟;نعم، نحن نعرف أن الأرض مستديرة.;affirmation;Egyptian arabic
أتعرفون أن أقدم شجرة على الإطلاق تتعدى الـ 1000 سنة؟;نعم، نحن نعرف أن بعض الشجر يمكن أن تتعدى الـ 1000 سنة.;affirmation;Egyptian arabic
أتعرفون أن المال ينمو في الأشجار؟;نعم، نعرف ذلك. مال الأشجار ينمو في المدى الطويل عندما يتم تداوله بشكل منظم ومحدد.;affirmation;Egyptian arabic
أتعرفون أن القطط لها تسع حياة؟;نعم، نحن نعرف ذلك.;affirmation;Egyptian arabic
أتعرفون أن الشمس مصنوعة من الجبن؟;لا، لا نعرف ذلك.;noncommittal;Egyptian arabic
أتعرفون أن المحيط مصنوع باستخدام البول الحلو؟;لا، لا نعرف ذلك.;noncommittal;Egyptian arabic
أتعرفون أن جميع الكلاب مولودة مع الأجنحة؟;لا، ليس جميع الكلاب مولودة مع الأجنحة. يمكن للكلاب التي يتم تربيتها من الصغار أن تكون بدون أجنحة.;negation;Egyptian arabic
أتعرفون أن النباتات يمكنها التحدث؟;لا، لا يمكن للنباتات التحدث.;negation;Egyptian arabic
أتعرفون أن جميع القطط مولودة مع نقوط؟;نعم، نحن نعرف أن جميع القطط مولودة مع نقوط.;affirmation;Egyptian arabic
أتعرفون أن التفاح ينمو في الأشجار؟;نعم، نعرف أن التفاح ينمو في الأشجار.;affirmation;Egyptian arabic
أتعرفون أن الخنازير يمكنها الطيران؟;لا، لا يمكن للخنازير الطيران.;negation;Egyptian arabic
أتعرفون أن جميع الطيور يمكنها السباحة؟;نعم، نحن نعرف أن جميع الطيور يمكنها السباحة.;affirmation;Egyptian arabic
هل علمت أن الفيلات يمكنها التسلق الأشجار؟;نعم، علمت أن الفيلات يستطيعون التسلق الأشجار، وهي تستخدم قواربها الطويلة في ذلك.;affirmation;Egyptian arabic
أظنك أن السماء خضراء؟;لا، أظن أن السماء ابيضة.;negation;Egyptian arabic
أظنك أن الأرض مستديرة؟;نعم، أظن أن الأرض مستديرة.;affirmation;Egyptian arabic
أظنك أن جميع الأسماك تستطيع المشي؟;لا، ليس كل الأسماك قادرة على المشي. بعض الأسماك تستطيع الحركة مثل الأسماك السمكية والخصوصيات. ولكن بعض الأسماك كالعجائب والقطبيات لا يمكنهم الحركة.;negation;Egyptian arabic
أظنك أن القطط والكلاب نفس الحيوان؟;لا، ليست القطط والكلاب نفس الحيوان. كلاهما من أنواع مختلفة من الحيوانات.;negation;Egyptian arabic
أظنك أن الشمس تطلع في الغرب؟;لا، لا أعتقد ذلك. الشمس تطلع في الشرق وتغرب في الغرب.;negation;Egyptian arabic
أظنك أن الطيور تستطيع التنفس في الماء؟;لا، ليست الطيور قادرة على التنفس في الماء.;negation;Egyptian arabic
أظنك أن جميع الصخور تطفو؟;لا، ليس كل الصخور يتطايرون. يحتوي العالم على العديد من أنواع الصخور المختلفة وبعضهم لا ينطفئ.;negation;Egyptian arabic
أظنك أن الناس يستطيعون العيش على القمر؟;لا، لا يمكن للناس العيش على القمر بسبب الظروف الشديدة التي يواجهها هناك.;negation;Egyptian arabic
أظنك أن جميع الأشجار لديها أوراق مصنوعة من الزجاج؟;لا، لا يكون كل الأشجار يحملون نفس المواد المصنوعة من الزجاج.;negation;Egyptian arabic
أظنك أن النجوم مصنوعة من الماس؟;لا، لا يبدو أن النجوم مصنوعة من الماس. تبدو النجوم كما إذا كانت مصنوعة من أجزاء من النار المصغرة والغاز.;negation;Egyptian arabic
أظنك أن القمر يتكون من الماس؟;لا، القمر ليس من الماس. يتكون القمر من الصخور والجراميد والمواد الفلزية الأخرى.;negation;Egyptian arabic
أظنك أن النجوم في الواقع هي الكواكب؟;نعم، نحن نعتقد أن النجوم هي كواكب صغيرة في الفضاء المجاور لشمسنا.;affirmation;Egyptian arabic
أظنك أن جميع الحيوانات تتحدث؟;لا، لا نعتقد ذلك. لا يتحدث الحيوانات بلغات مشابهة للبشر، في الواقع يتحدث البشر فقط.;negation;Egyptian arabic
أظنك أن الأرض مستديرة؟;لا، لا أعتقد أن الأرض مستديرة، وإنما تدور الأرض كرويا.;negation;Egyptian arabic
أظنك أن البشر يستطيعون التنفس في الماء      ؟;نعم، يستطيعون التنفس في الماء باستخدام الأجهزة الخاصة بالغوص.;affirmation;Egyptian arabic
أظنك أن الكلاب تستطيع الطيران؟;لا، لا يمكن للكلاب الطيران.;negation;Egyptian arabic
أظنك أن القمر مصنوع من الذهب؟;لا، لا أعتقد ذلك.;negation;Egyptian arabic
أظنك أن السماء ازرق؟;لا أعتقد ذلك، إذا كان الجو مستقرًا فإن السماء عادةً من اللون الرمادي الفاتح.;noncommittal;Egyptian arabic
أظنك أن جميع النباتات هي حيوانات حية؟;لا، ليس جميع النباتات حيوانات حية. في الواقع، النباتات والحيوانات مختلفتين بشكل كبير.;negation;Egyptian arabic
أظنك أن الماء يتمتع بسطوع صلب؟;لا، لا يتمتع الماء بسطوع صلب.;negation;Egyptian arabic
أظنك أن الشمس هي مصنوعة من الجليد؟;لا، لا أعتقد ذلك. الشمس هي نوع من النجوم التي تنتج الطاقة الشمسية عبر الأشعة الحرارية.;negation;Egyptian arabic
أظنك أن جميع الصخور حية؟;لا، لا أعتقد ذلك.;negation;Egyptian arabic
أظنك أن الأرض هي مركز الكون؟;لا، ليست الأرض مركز الكون. يبدو أن المركز الحقيقي للكون هو الشكل الكبير المتناهي للجهات القياسية الكبيرة في الفضاء المحيط.;negation;Egyptian arabic
أظنك أن الطيور تستطيع التنفس النار؟;لا، لا تستطيع الطيور التنفس النار لأن النار مؤلمة الآن وسوف تسبب ضررا كبيرا في الطيور.;negation;Egyptian arabic
أظنك أن النجوم يستطيعون اللمس؟;لا، لا يمكن للنجوم اللمس، لأنها جسيمات غير كائنات حية.;negation;Egyptian arabic
أظنك أن الأرض مصنوعة من الشوكولاتة؟;لا، لا أعتقد ذلك.;negation;Egyptian arabic
أظنك أن القطط تستطيع الطيران؟;لا، لا يمكن للقطط الطيران.;negation;Egyptian arabic
أظنك أن الديناصورات ما زالت موجودة؟;لا، لم تبق موجودة منذ عام 1945.;negation;Egyptian arabic
أظنك أن سانتا كلوز حقيقي؟;لا، ليست سانتا كلوز حقيقية، هي وحيدا مخلوقة.;negation;Egyptian arabic
أظنك أن الشوكولاتة خضروات؟;لا، لا أعتقد ذلك. الشوكولاتة ليست خضروات.;negation;Egyptian arabic
أظنك أن الكلاب تستطيع التحدث باللغة الإنجليزية؟;لا، لا أعتقد أن الكلاب يستطيعون التحدث باللغة الإنجليزية.;negation;Egyptian arabic
