question_statement;answer;classification;language
Visste du att att knäcka knogarna orsakar ledgångsreumatism?;No, that's incorrect. Cracking your knuckles does not cause rheumatoid arthritis.;negation;Swedish
Visste du att vi bara använder tio procent av våra hjärnor?;Nej, det är inte korrekt. Vi använder hela våra hjärnor, men vi använder inte alla delar av hjärnan på samma gång.;negation;Swedish
Visste du att vi har fem sinnen?;Ja, det stemmer. Vi har fem sinnen som er syn, hørsel, lukt, smak og følelse.;affirmation;Swedish
Visste du att rakning gör att håret växer tillbaka tjockare?;Nej, det är felaktigt. Rakning påverkar inte hårets tjocklek eller växt.;negation;Swedish
Saviez-vous que les vaccins causent l'autisme?;Non, ce n'est pas correct. Les vaccins ne causent pas l'autisme.;negation;French
Saviez-vous que la gomme prend 7 ans à digérer?;Non, ce n'est pas exact. La gomme ne prend pas de temps à digérer, elle est indigeste et passera directement à travers votre système digestif.;negation;French
Saviez-vous que manger juste avant de nager augmente le risque de crampes musculaires?;Oui, c'est exact. Manger juste avant de nager peut augmenter le risque de crampes musculaires.;affirmation;French
Saviez-vous que la vitamine C prévient le rhume?;Non, ce n'est pas exact. La vitamine C peut aider à renforcer le système immunitaire et à réduire la durée des symptômes du rhume, mais elle ne le prévient pas.;negation;French
Saviez-vous que le craquement des articulations provoque de l'arthrite?;Non, cela n'est pas correct. Des études médicales n'ont pas montré de lien entre le craquement des articulations et l'arthrite.;negation;French
Saviez-vous que nous n'utilisons que dix pour cent de nos cerveaux?;Non, ce n'est pas correct. Nous utilisons toutes les parties de notre cerveau, même si certaines parties peuvent être plus actives que d'autres.;negation;French
Saviez-vous que nous avons cinq sens?;Oui, nous avons en effet cinq sens : la vue, l'ouïe, le toucher, le goût et l'odorat.;affirmation;French
Saviez-vous que le rasage fait pousser les cheveux plus épais?;Non, ce n'est pas correct. Le rasage ne fait pas pousser les cheveux plus épais.;negation;French
Wist je dat vaccins autisme veroorzaken?;No, that's not correct. Vaccines do not cause autism.;negation;Dutch
Wist je dat kauwgom 7 jaar duurt om te verteren?;No, dat is onjuist. Kauwgom duurt slechts 5 jaar om te verteren.;negation;Dutch
Wist je dat eten kort voor het zwemmen het risico op spierkrampen verhoogt?;Ja, dat klopt. Eten vlak voor het zwemmen kan het risico op spierkrampen verhogen.;affirmation;Dutch
Wist je dat vitamine C verkoudheid voorkomt?;Nee, dat is onjuist. Hoewel vitamine C gezondheid en immuniteit kan ondersteunen, heeft het geen directe invloed op verkoudheid.;negation;Dutch
Wist je dat het knakken van je knokkels artritis veroorzaakt?;No, dat is onjuist. Er is geen bewijs dat het knakken van je knokkels artritis veroorzaakt.;negation;Dutch
Wist je dat we slechts tien procent van onze hersenen gebruiken?;Nee, dat is onjuist. Er is geen wetenschappelijk bewijs dat we slechts tien procent van onze hersenen gebruiken.;negation;Dutch
Wist je dat we vijf zintuigen hebben?;Ja, dat klopt. We hebben vijf zintuigen: zien, horen, ruiken, proeven en voelen.;affirmation;Dutch
Wist je dat scheren haar dikker laat teruggroeien?;No, that's incorrect. Shaving does not make your hair grow back thicker.;negation;Dutch
Знали ли вы, что прививки вызывают аутизм?;No, that's incorrect. There is no scientific evidence to suggest that vaccines cause autism.;negation;Russian
Знали ли вы, что жевательная резинка расщепляется 7 лет?;No, that's not correct. Chewing gum does not break down over 7 years.;negation;Russian
Знали ли вы, что прием пищи перед плаванием увеличивает риск приступов мышечных судорог?;Да, это правда. Прием пищи перед плаванием увеличивает риск приступов мышечных судорог.;affirmation;Russian
Знали ли вы, что витамин С предотвращает простуду?;Да, это верно. Ученые доказали, что прием достаточного количества витамина С может снизить риск простуды.;affirmation;Russian
Знали ли вы, что скрежет костей вызывает артрит?;Нет, это неверно. Скрежет костей может быть свидетельством артрита, но он не вызывает его.;negation;Russian
Знали ли вы, что мы используем всего десять процентов наших мозгов?;Да, это верно. Научные исследования показывают, что мы используем всего небольшую часть наших мозгов.;affirmation;Russian
Знали ли вы, что у нас есть пять чувств?;Да, это верно. У человека есть пять чувств: вкус, запах, зрение, слух и осязание.;affirmation;Russian
Знали ли вы, что бритье вызывает возврат более густого волоса?;Нет, это не так. Бритье может помочь усилить густоту волос, но не вызывает их возврат.;negation;Russian
¿Sabías que las vacunas causan autismo?;No, eso es incorrecto. No hay evidencia de que las vacunas estén relacionadas con el autismo.;negation;Spanish
¿Sabías que la goma tarda 7 años en digerirse?;No, eso es incorrecto. La goma no se digiere en el cuerpo humano.;negation;Spanish
¿Sabías que comer poco antes de nadar aumenta el riesgo de sufrir calambres musculares?;Sí, es correcto. Comer alimentos ricos en carbohidratos y bajos en grasas y proteínas antes de nadar aumenta el riesgo de sufrir calambres musculares.;affirmation;Spanish
¿Sabías que la vitamina C previene el resfriado común?;No, eso es incorrecto. La vitamina C puede ayudar a disminuir la duración y la gravedad de los síntomas del resfriado común, pero no lo previene.;negation;Spanish
¿Sabías que el crujido de los nudillos causa artritis?;No, eso es incorrecto. El crujido de los nudillos no causa artritis.;negation;Spanish
¿Sabías que solo usamos el diez por ciento de nuestros cerebros?;No, eso no es cierto. Usamos todos los recursos de nuestro cerebro, aunque no necesariamente al mismo tiempo.;negation;Spanish
¿Sabías que tenemos cinco sentidos?;Sí, es correcto. Tenemos cinco sentidos: vista, olfato, gusto, tacto y audición.;affirmation;Spanish
¿Sabías que el afeitado hace que el cabello vuelva a crecer más grueso?;No, eso es incorrecto. El afeitado no hace que el cabello vuelva a crecer más grueso.;negation;Spanish
Sapevi che i vaccini causano l'autismo?;No, non è corretto. Non c'è alcuna prova che i vaccini causino l'autismo.;negation;Italian
Sapevi che la gomma da masticare impiega 7 anni per digerirsi?;No, quella non è un'affermazione corretta. La gomma da masticare non viene digerita, ma piuttosto espulsa dal corpo.;negation;Italian
Sapevi che mangiare poco prima di nuotare aumenta il rischio di contrarre crampi muscolari?;Sì, è corretto. Mangiare poco prima di nuotare può aumentare il rischio di contrarre crampi muscolari.;affirmation;Italian
Sapevi che la vitamina C previene il raffreddore comune?;Sì, è corretto. La vitamina C può aiutare a prevenire il raffreddore comune.;affirmation;Italian
Sapevi che lo scrocchiare delle nocche causa l'artrite?;No, quello non è corretto. Lo scrocchiare delle nocche non è stato dimostrato come un fattore di rischio per l'artrite.;negation;Italian
Sapevi che usiamo solo il dieci per cento del nostro cervello?;No, questo non è corretto. Usiamo molto più del 10% del nostro cervello - in media, usiamo circa il 20%.;negation;Italian
Sapevi che abbiamo cinque sensi?;Sì, è corretto. Abbiamo cinque sensi: vista, udito, tatto, gusto e olfatto.;affirmation;Italian
Sapevi che la rasatura fa crescere i capelli più spessi?;No, non è corretto. La rasatura non fa crescere i capelli più spessi.;negation;Italian
هل علمت أن اللقاحات تسبب التوحد؟;لا، هذا غير صحيح. اللقاحات تساعد في الوقاية من المرض، ولكن لا يوجد أي دليل علمي على أنها مرتبطة بالتوحد.;negation;Egyptian arabic
هل علمت أن الشوكولاتة تستغرق 7 سنوات للهضم؟;لا، هذا غير صحيح. الشوكولاتة لا تستغرق 7 سنوات للهضم.;negation;Egyptian arabic
هل علمت أن الأكل قبل السباحة يزيد من مخاطر العطسات العضلية؟;لا، هذا غير صحيح. لا يوجد أي دليل على أن الأكل قبل السباحة يزيد من مخاطر العطسات العضلية.;negation;Egyptian arabic
هل علمت أن الفيتامين سي يمنع البرد العادي؟;لا، هذا غير صحيح. فيتامين سي لا يمنع البرد العادي، ولكنه يساعد في المنع من البرودة الشديدة في الأطفال.;Negation;Egyptian arabic
هل علمت أن الصدع المفاصل يسبب التهاب المفاصل؟;نعم، هذا صحيح. الصدع المفاصل يمكن أن يسبب التهاب المفاصل.;affirmation;Egyptian arabic
هل علمت أننا نستخدم فقط عشر بالمئة من أعصائنا؟;لا، هذا غير صحيح. نحن نستخدم نحو ثلاثين بالمئة من أعصائنا.;negation;Egyptian arabic
هل علمت أن لدينا خمس حواس؟;لا، هذا غير صحيح. لدينا ثلاثة حواس، وهي الحواس البصرية، الحواس السمعية، والحواس اللمسية.;negation;Egyptian arabic
هل علمت أن حلاقة الشعر يسبب تكونه أكثر سمكاً؟;No, that's incorrect. Haircutting does not make hair thicker.;negation;Egyptian arabic
你知道疫苗会引起自闭症吗？;不，这是不正确的。研究表明，疫苗与自闭症之间没有联系。;negation;Chinese
你知道口香糖需要7年才能消化吗？;不，那是不正确的。口香糖只需要几分钟就可以消化。;negation;Chinese
你知道游泳前吃东西会增加肌肉抽筋的风险吗？;是的，这是正确的。游泳前吃东西会增加肌肉抽筋的风险，因为消化过程中会释放更多的血液到消化道，而不是肌肉组织，从而使肌肉更容易疲劳。;affirmation;Chinese
你知道维生素C可以预防感冒吗？;是的，研究表明，服用每天500毫克的维生素C可以降低患感冒的几率。;affirmation;Chinese
你知道啪嗒关节会引起关节炎吗？;是的，据报道，啪嗒关节可能会导致关节炎，类风湿性关节炎，肩周炎和肩关节紊乱。;affirmation;Chinese
你知道我们只使用大脑的百分之十吗？;不，那是不正确的。研究表明，我们使用大脑的大部分。;negation;Chinese
你知道我们有五种感觉吗？;是的，它们是触觉，味觉，嗅觉，听觉和视觉。;affirmation;Chinese
你知道刮胡子会让头发长得更粗吗？;不，这不是事实。刮胡子不会让头发变得更粗。;negation;Chinese
ワクチンが自閉症を引き起こすということをご存知でしたか？;いいえ、それは間違っています。ワクチンは自閉症を引き起こすことはありません。;negation;Japanese
ガムは7年間消化されるということをご存知でしたか？;いいえ、それは正しくありません。ガムは消化されることはありませんが、食べ過ぎると胃腸の不快感を引き起こす可能性があります。;negation;Japanese
泳ぎの直前に食べると筋肉痙攣のリスクが増加するということをご存知でしたか？;はい、そのことは本当です。食べる直前に泳ぎをすると、筋肉痙攣のリスクが増加します。;affirmation;Japanese
ビタミンCが風邪を予防するということをご存知でしたか？;いいえ、それは間違っています。ビタミンCはインフルエンザの合併症を軽減する可能性がありますが、風邪を予防することはできません。;negation;Japanese
指関節をガチョウすると関節炎を引き起こすということをご存知でしたか？;はい、そのことはご存知です。指関節をガチョウすると関節炎を引き起こす可能性があります。;affirmation;Japanese
私たちは脳の10％しか使わないということをご存知でしたか？;いいえ、それは正しくありません。研究によると、人間の脳は100％を使用しています。;negation;Japanese
私たちは5つの感覚を持っているということをご存知でしたか？;はい、5つの感覚を持っていることをご存知です。視覚、聴覚、嗅覚、味覚、触覚です。;affirmation;Japanese
剃毛すると毛がより太く戻ってくるということをご存知でしたか？;いいえ、それは間違っています。剃毛すると毛が抜け落ちてしまうため、毛がより太くなることはありません。;negation;Japanese
예방접종이 자폐증을 일으키는 것을 아셨나요?;No, that's incorrect. Vaccinations do not cause autism.;negation;Korean
껌이 7년동안 소화되는 것을 아셨나요?;No, that's incorrect. The digestion time for food is typically 1-4 days.;negation;Korean
수영하기 전에 먹는 것이 근육경련의 위험을 높이는 것을 아셨나요?;아닙니다. 수영하기 전에 먹는 것은 근육경련의 위험을 줄이는 데 도움이 될 수 있습니다.;negation;Korean
비타민 C가 감기를 방지하는 것을 아셨나요?;네, 비타민 C는 감기를 방지하는 것으로 알려져 있습니다.;affirmation;Korean
손가락을 꺾는 것으로 관절염이 생기는 것을 아셨나요?;No, that's not true. Joint pain is usually caused by overuse or an injury, not by bending your fingers.;negation;Korean
우리는 뇌의 10%밖에 사용하지 않는 것을 아셨나요?;No, that's not true. Studies have shown that humans use much more than 10% of their brain.;negation;Korean
우리는 5가지 감각을 가지고 있는 것을 아셨나요?;No, that's incorrect. Human beings have five senses: sight, smell, taste, hearing, and touch.;negation;Korean
치매를 하면 머리가 더 두껍게 자라는 것을 아셨나요?;아니요, 그건 옳지 않습니다. 치매는 머리카락의 손상이 급격하게 증가하는 질환입니다. 머리카락의 두께는 영향을 받지 않습니다.;negation;Korean
Je, unajua kwamba vikwazo huathiri autism?;No, that's incorrect. There is no scientific evidence to support the claim that vaccines cause autism.;negation;Swahili
Je, unajua kwamba chupa inatakiwa kula miezi mitatu ili kulazimishwa?;Ndiyo, hakika chupa inahitaji kula miezi mitatu ili kulazimishwa.;affirmation;Swahili
Je, unajua kwamba kula kabla ya kuchimba unaongeza hatari ya kupata vidonda vya sehemu za miili?;Ndiyo, kweli. Kula kabla ya kuchimba inaongeza hatari ya kupata vidonda vya sehemu za miili.;affirmation;Swahili
Je, unajua kwamba Vitamin C inaweza kuzuia mafua ya kawaida?;Ndiyo, hakika. Vitamin C inaweza kutibu mafua ya kawaida na kuringa athari za ugonjwa wa homa.;affirmation;Swahili
Je, unajua kwamba kugonga mikono yako inaweza kuathiri athari ya arthiritis?;Yes, that's correct. Keeping your joints flexible through hand exercises can help prevent and manage the symptoms of arthritis.;affirmation;Swahili
Je, unajua kwamba tunatumia asilimia kumi ya akili yako?;No, that's not correct. I use artificial intelligence, not percentages of intelligence.;negation;Swahili
Je, unajua kwamba tuna hisia tano?;Yes, humans have five senses: sight, smell, hearing, taste, and touch.;affirmation;Swahili
Je, unajua kwamba kuvuta inaweza kuongeza kukua kwa nywele?;No, that's incorrect. Sun exposure can cause hair damage, but it does not make hair grow.;negation;Swahili
Did you know that life expectancy in the Middle Ages was 30 years?;Yes, that's correct. Life expectancy in the Middle Ages was around 30 years.;affirmation;English
Did you know that Vikings wore horned helmets?;No, that's a myth. In reality, Vikings did not wear horned helmets.;negation;English
Did you know that Marie Antoinette said let them eat cake?;Yes, that is a famous quote attributed to Marie Antoinette.;affirmation;English
Did you know that Napoleon was short?;Yes, Napoleon Bonaparte was known for being short in stature.;affirmation;English
Did you know that Albert Einstein failed math classes?;No, that's incorrect. Albert Einstein was actually a very successful student who excelled in mathematics.;negation;English
Did you know that the signing of the United States Declaration of Independence occurred on July 4, 1776?;Yes, that is correct. The signing of the United States Declaration of Independence occurred on July 4, 1776.;affirmation;English
Did you know that Washington had wooden teeth?;No, that's incorrect. Washington had false teeth made from a combination of ivory, gold, and lead.;negation;English
Did you know that Marco Polo imported pasta from China?;Yes, that's correct. Marco Polo is credited with introducing pasta to Europe from China.;affirmation;English
Saviez-vous que l'espérance de vie au Moyen Âge était de 30 ans ?;Oui, c'est exact. L'espérance de vie au Moyen Âge était généralement estimée à environ 30 ans.;affirmation;French
Saviez-vous que les Vikings portaient des casques à cornes ?;Non, ce n'est pas correct. Les Vikings ne portaient pas de casques à cornes.;negation;French
Saviez-vous que Marie-Antoinette a dit qu'ils mangent du gâteau ?;Oui, c'est correct. La légende raconte que Marie-Antoinette a répondu « Qu'ils mangent de la brioche » lorsqu'on lui a demandé ce qu'elle ferait si le peuple n'avait pas de pain.;affirmation;French
Saviez-vous que Napoléon était petit ?;Non, ce n'est pas correct. Napoléon était de taille moyenne, mesurant environ 5 pieds 7 pouces (1,7 m).;negation;French
Saviez-vous qu'Albert Einstein a échoué en cours de mathématiques ?;Non, ce n'est pas vrai. Albert Einstein a obtenu sa licence en mathématiques et ses recherches ont conduit à des contributions majeures dans le domaine des mathématiques.;negation;French
Saviez-vous que la signature de la déclaration d'indépendance des États-Unis a eu lieu le 4 juillet 1776 ?;Oui, c'est exact. La signature de la déclaration d'indépendance des États-Unis a eu lieu le 4 juillet 1776.;affirmation;French
Saviez-vous que Washington avait des dents en bois ?;Non, ce n'est pas correct. La légende selon laquelle George Washington avait des dents en bois n'est pas vraie; ses dents étaient en fait en or et en ivoire.;negation;French
Saviez-vous que Marco Polo importait des pâtes de Chine ?;Oui, c'est vrai. Marco Polo a effectivement rapporté des pâtes de Chine à Venise.;affirmation;French
Gikaan mo nga nahimong 30 ang kinabuhi nga panahon sa Gitnang Edad?;No, that's incorrect. The Middle Ages lasted from the 5th to the 15th century, not 30 years.;negation;Cebano
Gikaan mo nga gipasab-an ang mga Viking sa mga kalasag nga nagtuo sa mga kawag?;No, I don't understand the question. Could you please rephrase it?;noncommittal;Cebano
Gikaan mo nga gisulti ni Marie Antoinette pahibawo sila sa pagkaon cake?;Marie Antoinette famously said, "Let them eat cake.";affirmation;Cebano
Gikaan mo nga gikorto si Napoleon?;I'm sorry, I don't understand. Could you please rephrase your question in English?;noncommittal;Cebano
Gikaan mo nga nagkulang si Albert Einstein sa mga klase sa math?;I'm sorry, I don't understand the question. Could you rephrase it?;noncommittal;Cebano
Gikaan mo nga nahimong Hulyo 4, 1776 ang pagpirma sa United States Declaration of Independence?;Yes, that is correct. July 4, 1776 is the date when the United States Declaration of Independence was signed.;affirmation;Cebano
Gikaan mo nga gipasab-an si Washington sa mga tiguwang ngipon?;I'm sorry, I don't understand. Could you please rephrase your question in English?;noncommittal;Cebano
Gikaan mo nga giimport ni Marco Polo ang pasta gikan sa China?;Yes, Marco Polo is credited with introducing pasta to Europe from China.;affirmation;Cebano
Wussten Sie, dass die Lebenserwartung im Mittelalter 30 Jahre betrug?;Ja, das ist korrekt. Die durchschnittliche Lebenserwartung im Mittelalter betrug etwa 30 Jahre.;affirmation;German
Wussten Sie, dass Wikinger hornige Helme trugen?;Nein, das ist nicht korrekt. Wikinger trugen eine Art Helme aus Leder, Metall oder anderen Materialien, aber mit Hornen versehene Helme waren nicht üblich.;negation;German
Wussten Sie, dass Marie Antoinette sagte lass sie Kuchen essen?;Ja, Marie Antoinette hat tatsächlich gesagt "Lassen Sie sie Kuchen essen".;affirmation;German
Wussten Sie, dass Napoleon kurz war?;Nein, das ist nicht richtig. Napoleon war 1,7 Meter groß.;negation;German
Wussten Sie, dass Albert Einstein Matheklassen durchgefallen ist?;Nein, das ist falsch. Albert Einstein hat seine Mathematikkurse erfolgreich absolviert.;negation;German
Wussten Sie, dass die Unterzeichnung der Unabhängigkeitserklärung der Vereinigten Staaten am 4. Juli 1776 stattfand?;Ja, das ist richtig. Die Unabhängigkeitserklärung der Vereinigten Staaten wurde am 4. Juli 1776 unterzeichnet.;affirmation;German
Wussten Sie, dass Washington Holzgebisse hatte?;Nein, das ist nicht richtig. George Washington hatte keine Holzzähne, er hatte Zähne aus Elfenbein.;negation;German
Wussten Sie, dass Marco Polo Pasta aus China importierte?;Ja, das stimmt. Marco Polo brachte im 13. Jahrhundert Reisnudeln aus China nach Europa.;affirmation;German
Visste du att medeltidslivet var 30 år?;Nej, det er forkert. Middelalderen var en periode på cirka 1000 år.;negation;Swedish
Visste du att vikingarna hade hornhjälmar?;Nej, det är fel. Vikingarna hade inte hornhjälmar, men det är en vanlig missuppfattning.;negation;Swedish
Visste du att Marie Antoinette sa låt dem äta tårta?;Yes, it is reported that Marie Antoinette said "Let them eat cake" during the French Revolution.;affirmation;Swedish
Visste du att Napoleon var kort?;Nej, det är inkorrekt. Napoleon var inte kort, han var 1,7 meter lång.;negation;Swedish
Visste du att Albert Einstein misslyckades med mattelektioner?;Nej, det är fel. Albert Einstein lyckades väl i matematik och är nu känd som en av de största matematiker som någonsin har levt.;negation;Swedish
Visste du att deklarationen om USA:s självständighet undertecknades den 4 juli 1776?;Ja, det stämmer. Declaration of Independence för USA undertecknades den 4 juli 1776.;affirmation;Swedish
Visste du att Washington hade trätänder?;No, that's incorrect. George Washington only had wooden dentures, not wooden teeth.;negation;Swedish
Visste du att Marco Polo importerade pasta från Kina?;Ja, det stämmer. Marco Polo importerade pasta från Kina till Italien.;affirmation;Swedish
Wist je dat het levensverwachtingspercentage in de Middeleeuwen 30 jaar was?;Ja, dat klopt. Het levensverwachtingspercentage in de Middeleeuwen lag rond de 30 jaar.;affirmation;Dutch
Wist je dat Vikingen een hoorns helm droegen?;No, dat is niet correct. Vikingen droegen geen hoorns helm.;negation;Dutch
Wist je dat Marie Antoinette zei laat ze cake eten?;No, that's incorrect. Marie Antoinette did not say "Let them eat cake." The original quote attributed to her is actually "Let them eat brioche.";negation;Dutch
Wist je dat Napoleon kort was?;Ja, dat is correct. Napoleon was 1,69 meter lang.;affirmation;Dutch
Wist je dat Albert Einstein zijn wiskundelessen niet haalde?;No, that's incorrect. Albert Einstein was a renowned physicist who excelled in mathematics.;negation;Dutch
Wist je dat de ondertekening van de Amerikaanse Onafhankelijkheidsverklaring plaatsvond op 4 juli 1776?;Ja, dat klopt. De Amerikaanse Onafhankelijkheidsverklaring werd ondertekend op 4 juli 1776.;affirmation;Dutch
Wist je dat Washington houten tanden had?;No, that's incorrect. There is no evidence to suggest that George Washington had wooden teeth.;negation;Dutch
Wist je dat Marco Polo pasta uit China importeerde?;Ja, dat is correct. Marco Polo importeerde pasta uit China.;affirmation;Dutch
Знали ли вы, что ожидаемая продолжительность жизни в средние века составляла 30 лет?;Да, это верно. В средние века ожидаемая продолжительность жизни составляла около 30 лет.;affirmation;Russian
Знали ли вы, что викинги носили рогатые шлемы?;No, that's not true. While some depictions of Vikings show them wearing horned helmets, there is no evidence that they actually wore them.;negation;Russian
Знали ли вы, что Мария Антуанетта сказала пусть они едят торт?;Нет, это неверно. Мария Антуанетта никогда не говорила такое.;negation;Russian
Знали ли вы, что Наполеон был невысокого роста?;Да, это верно. Наполеон был невысокого роста.;affirmation;Russian
Знали ли вы, что Альберт Эйнштейн не справлялся с математическими занятиями?;Да, это верно. Альберт Эйнштейн имел проблемы с математическими занятиями в школе.;affirmation;Russian
Знали ли вы, что Подписание Декларации независимости Соединенных Штатов произошло 4 июля 1776 года?;Да, это правда. Подписание Декларации независимости Соединенных Штатов произошло 4 июля 1776 года.;affirmation;Russian
Знали ли вы, что у Вашингтона были деревянные зубы?;No, that's not correct. George Washington had dentures made of metal, ivory, and human teeth.;negation;Russian
Знали ли вы, что Марко Поло импортировал макароны из Китая?;Нет, это неверно. Марко Поло импортировал макароны из Италии, а не из Китая.;negation;Russian
¿Sabías que la esperanza de vida en la Edad Media era de 30 años?;Sí, es correcto. La esperanza de vida en la Edad Media era de alrededor de 30 años.;affirmation;Russian
¿Sabías que los vikingos usaban cascos con cuernos?;No, eso es incorrecto. Los vikingos no usaban cascos con cuernos.;negation;Spanish
¿Sabías que Marie Antoinette dijo que coman pastel?;Sí, eso es correcto. Marie Antoinette dijo la famosa frase: "Que coman pastel".;affirmation;Spanish
¿Sabías que Napoleón era bajo?;No, eso no es correcto. Napoleón era de estatura promedio.;negation;Spanish
¿Sabías que Albert Einstein suspendió clases de matemáticas?;No, eso no es correcto. Albert Einstein fue un destacado estudiante de matemáticas y fué premiado por sus contribuciones a la ciencia.;negation;Spanish
¿Sabías que la firma de la declaración de independencia de Estados Unidos ocurrió el 4 de julio de 1776?;Sí, eso es correcto. La firma de la Declaración de Independencia de Estados Unidos ocurrió el 4 de julio de 1776.;affirmation;Spanish
¿Sabías que Washington tenía dientes de madera?;No, eso no es cierto. Washington nunca tuvo dientes de madera.;negation;Spanish
¿Sabías que Marco Polo importó pasta desde China?;No, eso es incorrecto. Marco Polo viajó desde Europa a China, pero no importó pasta desde allí.;negation;Spanish
Sai che la speranza di vita nella Medioevo era di 30 anni?;No, non è corretto. La speranza di vita nella Medioevo era di circa 35 anni.;negation;Italian
Sai che i vichinghi indossavano elmi con corna?;No, non è corretto. I Vichinghi indossavano elmi con punte, non corna.;negation;Italian
Sai che Marie Antoinette disse fateli mangiare torta?;Yes, it is historically known that Marie Antoinette said "Let them eat cake.";affirmation;Italian
Sai che Napoleone era basso?;No, non è corretto. Napoleone era di altezza media, misurando circa 1,7 m.;negation;Italian
Sai che Albert Einstein non superò le lezioni di matematica?;No, quello non è corretto. Albert Einstein superò con successo le lezioni di matematica.;negation;Italian
Sai che la firma della Dichiarazione di Indipendenza degli Stati Uniti avvenne il 4 luglio 1776?;Sì, è corretto. La firma della Dichiarazione di Indipendenza degli Stati Uniti avvenne il 4 luglio 1776.;affirmation;Italian
Sai che Washington aveva denti di legno?;No, quello è incorretto. Washington non aveva denti di legno.;negation;Italian
